epoch,train_loss,val_loss
120,0.0037993359435349702,0.003738840088772122
121,0.0037955896677449347,0.0037332827268983237
122,0.0037923165671527384,0.0037268841260811314
123,0.003783321399241686,0.003739065767149441
124,0.0037811129223555328,0.0037285128491930664
125,0.003777752412483096,0.00371781102148816
126,0.003777437459677458,0.0037128867697902024
127,0.003774924601428211,0.0037112942518433556
128,0.003766691053286195,0.003705567476572469
129,0.0037655137162655593,0.003701718887896277
130,0.003763050816953182,0.0037417688145069405
131,0.0037558039491996167,0.003694017250381876
132,0.003750329517759383,0.0036877503735013306
133,0.0037475763000547886,0.003685393377963919
134,0.0037423848360776902,0.003683342169097159
135,0.0037430474050343036,0.0036857381273875944
136,0.003738626808859408,0.0036750419094460085
137,0.003732250610366464,0.003674299892736599
138,0.0037281260713934897,0.0036805477939196862
139,0.003726150458678603,0.003670489495561924
140,0.0037221912648528815,0.0036648011227953248
141,0.0037262563435360788,0.003664848169137258
142,0.0037132331859320404,0.0036628422312787734
143,0.0037119734045118094,0.0036538362328428775
144,0.0037126826103776695,0.003684830793645233
145,0.003708313923329115,0.003648108337074518
146,0.0037012059297412635,0.0036450111510930583
147,0.0036992590315639974,0.0036398929078131914
148,0.0036976953744888305,0.0036485236778389663
149,0.0036923495503142474,0.0036351287708384916
150,0.0036869350457563997,0.003643761701823678
151,0.0036830205293372272,0.0036444092547753826
152,0.0036823058389127256,0.003634478387539275
153,0.0036804031543433667,0.003623598808189854
154,0.0036749531347304585,0.0036206269724061713
155,0.003670737400650978,0.0036307701011537574
156,0.0036683154059574006,0.0036171266037854366
157,0.0036668671704828738,0.0036130294101894833
158,0.0036657356945797802,0.0036204602438374422
159,0.003664372141472995,0.0036052145733265206
160,0.0036599597679451107,0.0036030316405231133
161,0.0036528772646561266,0.0036016235244460404
162,0.00365298711694777,0.003607675105740782
163,0.003648846215568483,0.0035938237779191695
164,0.003642173116095364,0.0035942657486884855
165,0.003639292601495981,0.0035988057497888803
166,0.003645370992831886,0.0036141182426945306
167,0.003637181140482426,0.0035847781400661916
168,0.0036383476871997117,0.0035824362857965752
169,0.0036316337399184702,0.0036058990808669478
170,0.003630929835140705,0.003576007322408259
171,0.0036192585304379464,0.0035841341014020145
172,0.003619407957419753,0.0035804246945190243
173,0.003620165180414915,0.003565234801499173
174,0.0036169734727591277,0.003566848456102889
175,0.003607849952764809,0.0035586616068030708
176,0.0036081925537437202,0.003575620510673616
177,0.0036040479689836502,0.0035589872277341783
178,0.0035990581065416336,0.0035516502175596543
179,0.0035959222428500652,0.0035649582932819612
180,0.003593192845582962,0.003549771812686231
181,0.0035902489805594087,0.003565628721844405
182,0.0035877830646932124,0.003544221668562386
183,0.003586436535231769,0.0035395822560531087
184,0.003580927176401019,0.003532837268721778
185,0.003576632598415017,0.0035306853606016375
186,0.003574263454414904,0.0035291843450977467
187,0.0035753107983618974,0.0035263780009699985
188,0.003567257773131132,0.003523291328747291
189,0.003571118036285043,0.0035265423575765453
190,0.003563140692189336,0.0035189026239095256
191,0.0035603441363200546,0.0035139891115250066
192,0.0035574408825486898,0.0035194497904740274
193,0.0035617654900997877,0.0035168899776181206
194,0.003553331851027906,0.003532360053213779
195,0.0035498659256845712,0.0035123021370964125
196,0.0035473831202834844,0.0035077068459941074
197,0.003544068486429751,0.00351522202254273
198,0.0035440053874626755,0.0035162816202500835
199,0.003540753422304988,0.00350106020050589
200,0.003536987319588661,0.0034913233248516917
