filename,Bicubic_PSNR,Bicubic_MSE,Bicubic_SSIM,SRCNN_PSNR,SRCNN_MSE,SRCNN_SSIM
agricultural_0024_patch00604.png,19.0427,810.6049,0.3622,20.2992,606.9593,0.5102
agricultural_0024_patch00605.png,18.7118,874.7864,0.3521,19.9916,651.5014,0.5126
agricultural_0024_patch00606.png,18.9913,820.2606,0.3508,20.1739,624.7212,0.5
agricultural_0024_patch00607.png,19.0173,815.3594,0.3639,20.2017,620.7458,0.5121
agricultural_0024_patch00608.png,18.8044,856.3334,0.3585,20.0062,649.3262,0.5034
agricultural_0024_patch00609.png,19.0161,815.5785,0.3648,20.2702,611.0257,0.5122
agricultural_0024_patch00610.png,18.8811,841.336,0.3513,20.1064,634.5098,0.5097
agricultural_0024_patch00611.png,18.9099,835.7816,0.3532,20.107,634.4279,0.5105
agricultural_0024_patch00612.png,18.9081,836.1246,0.3604,20.15,628.1736,0.5166
agricultural_0024_patch00613.png,18.6883,879.5336,0.354,19.9067,664.3656,0.5044
agricultural_0024_patch00614.png,19.0771,804.2096,0.3771,20.2941,607.68,0.5245
agricultural_0024_patch00615.png,18.8809,841.3822,0.3587,20.1103,633.9461,0.5225
agricultural_0024_patch00616.png,18.7907,859.0341,0.3578,19.9546,657.0796,0.511
agricultural_0024_patch00617.png,18.8756,842.3998,0.3651,20.1258,631.6806,0.5197
agricultural_0024_patch00618.png,18.7626,864.6102,0.363,19.9352,660.029,0.5079
agricultural_0024_patch00619.png,19.231,776.2108,0.3752,20.4342,588.3798,0.5264
agricultural_0024_patch00620.png,18.8572,845.9894,0.3633,20.0683,640.1038,0.5214
agricultural_0024_patch00621.png,18.7549,866.151,0.3591,19.9413,659.0999,0.5078
agricultural_0024_patch00622.png,18.949,828.2884,0.3694,20.1756,624.4778,0.5191
agricultural_0024_patch00623.png,18.9517,827.7688,0.3591,20.1338,630.515,0.5063
agricultural_0024_patch00624.png,19.3822,749.6574,0.3702,20.6112,564.8899,0.5227
agricultural_0025_patch00625.png,17.7056,1102.8645,0.3815,18.7098,875.1811,0.5156
agricultural_0025_patch00626.png,17.4521,1169.1425,0.333,18.6386,889.6429,0.4924
agricultural_0025_patch00627.png,17.6348,1120.9822,0.3471,18.8086,855.5051,0.508
agricultural_0025_patch00628.png,17.8343,1070.6602,0.3442,19.0738,804.8221,0.5188
agricultural_0025_patch00629.png,17.8105,1076.5513,0.327,18.9204,833.7568,0.4858
agricultural_0025_patch00630.png,18.0715,1013.7522,0.3675,18.9953,819.4948,0.5027
agricultural_0025_patch00631.png,17.6919,1106.3558,0.3322,18.853,846.7969,0.494
agricultural_0025_patch00632.png,17.7418,1093.7139,0.3634,18.9836,821.7058,0.5336
agricultural_0025_patch00633.png,17.8786,1059.7953,0.3411,19.0894,801.9298,0.5177
agricultural_0025_patch00634.png,17.8122,1076.1152,0.3538,19.0017,818.3052,0.5125
agricultural_0025_patch00635.png,18.3679,946.8747,0.3734,19.2066,780.5834,0.5066
agricultural_0025_patch00636.png,18.038,1021.5985,0.3456,19.1602,788.9724,0.505
agricultural_0025_patch00637.png,17.9362,1045.8182,0.3459,19.082,803.3076,0.5109
agricultural_0025_patch00638.png,17.963,1039.3989,0.3489,19.17,787.1996,0.5142
agricultural_0025_patch00639.png,17.8608,1064.147,0.3586,19.021,814.6631,0.5079
agricultural_0025_patch00640.png,18.6533,886.6443,0.3959,19.4729,734.165,0.523
agricultural_0025_patch00641.png,18.2186,979.9764,0.3439,19.2553,771.8836,0.5023
agricultural_0025_patch00642.png,18.1341,999.2509,0.3453,19.14,792.6434,0.4941
agricultural_0025_patch00643.png,18.0694,1014.2351,0.3423,19.1855,784.3861,0.4972
agricultural_0025_patch00644.png,18.0878,1009.9586,0.3335,19.1146,797.2913,0.4775
agricultural_0025_patch00645.png,18.6197,893.5396,0.3813,19.4022,746.2057,0.496
agricultural_0025_patch00646.png,18.343,952.3055,0.3274,19.2268,776.9704,0.4688
agricultural_0025_patch00647.png,18.2704,968.3564,0.3279,19.1698,787.226,0.4715
agricultural_0025_patch00648.png,18.2575,971.2578,0.3235,19.2769,768.049,0.4805
agricultural_0025_patch00649.png,18.2397,975.2415,0.3309,19.2069,780.5278,0.4798
agricultural_0026_patch00650.png,33.6647,27.9648,0.9566,32.1273,39.8427,0.9458
agricultural_0026_patch00651.png,33.8404,26.856,0.9571,32.1832,39.3336,0.9455
agricultural_0026_patch00652.png,33.5991,28.3906,0.9546,32.1873,39.2959,0.9447
agricultural_0026_patch00653.png,33.4283,29.5288,0.9525,31.9812,41.2063,0.9423
agricultural_0026_patch00654.png,32.6127,35.6299,0.9446,31.2887,48.3292,0.9346
agricultural_0026_patch00655.png,32.9869,32.6879,0.9595,31.7464,43.4951,0.9512
agricultural_0026_patch00656.png,32.9273,33.1396,0.9553,31.6023,44.962,0.9461
agricultural_0026_patch00657.png,32.6236,35.5398,0.9511,31.5234,45.7867,0.9444
agricultural_0026_patch00658.png,32.3491,37.8592,0.9449,31.232,48.9648,0.9379
agricultural_0026_patch00659.png,32.1368,39.7557,0.9413,31.045,51.1187,0.9344
agricultural_0026_patch00660.png,33.4911,29.1052,0.9589,32.1016,40.0791,0.9514
agricultural_0026_patch00661.png,33.1374,31.5751,0.9536,31.8305,42.6613,0.9464
agricultural_0026_patch00662.png,32.5859,35.8501,0.9473,31.4542,46.5224,0.942
agricultural_0026_patch00663.png,32.2532,38.7047,0.9435,31.2434,48.8365,0.9388
agricultural_0026_patch00664.png,31.9275,41.7184,0.9418,31.0781,50.7302,0.9378
agricultural_0026_patch00665.png,32.5722,35.9634,0.9505,31.4778,46.27,0.9433
agricultural_0026_patch00666.png,32.6959,34.9535,0.9503,31.5713,45.2842,0.9426
agricultural_0026_patch00667.png,32.4223,37.226,0.9475,31.2892,48.3243,0.9405
agricultural_0026_patch00668.png,32.3909,37.4965,0.9462,31.2254,49.0388,0.9393
agricultural_0026_patch00669.png,32.4391,37.0822,0.9455,31.3383,47.7809,0.9397
agricultural_0026_patch00670.png,32.9748,32.7796,0.9518,31.7496,43.4632,0.9433
agricultural_0026_patch00671.png,33.4576,29.3304,0.9561,32.0587,40.4768,0.9476
agricultural_0026_patch00672.png,33.2333,30.8852,0.9526,31.9354,41.6433,0.9453
agricultural_0026_patch00673.png,33.1932,31.1716,0.9502,31.8641,42.3322,0.9435
agricultural_0026_patch00674.png,33.2385,30.8481,0.95,31.9568,41.4381,0.9444
agricultural_0027_patch00675.png,20.8776,531.2794,0.2691,21.5643,453.5796,0.2281
agricultural_0027_patch00676.png,20.4858,581.4308,0.2817,21.0512,510.4575,0.2228
agricultural_0027_patch00677.png,19.9555,656.9522,0.278,20.5036,579.0548,0.2135
agricultural_0027_patch00678.png,19.8918,666.65,0.2558,20.5583,571.8134,0.2199
agricultural_0027_patch00679.png,20.3002,606.8236,0.2564,20.973,519.73,0.2257
agricultural_0027_patch00680.png,20.7681,544.8366,0.2613,21.4006,471.003,0.2175
agricultural_0027_patch00681.png,20.4037,592.5284,0.2841,20.998,516.7544,0.2262
agricultural_0027_patch00682.png,19.7217,693.277,0.2735,20.3844,595.1696,0.2229
agricultural_0027_patch00683.png,19.3937,747.6788,0.2548,20.1211,632.3656,0.2173
agricultural_0027_patch00684.png,19.6868,698.874,0.2512,20.4639,584.378,0.2221
agricultural_0027_patch00685.png,20.5094,578.2873,0.2736,21.0265,513.3654,0.2276
agricultural_0027_patch00686.png,20.3115,605.2488,0.2863,20.8105,539.5517,0.2322
agricultural_0027_patch00687.png,19.5692,718.0666,0.2754,20.0995,635.5183,0.2242
agricultural_0027_patch00688.png,19.3913,748.0768,0.2513,19.9288,660.9964,0.2039
agricultural_0027_patch00689.png,19.7256,692.6587,0.2463,20.3262,603.1934,0.2058
agricultural_0027_patch00690.png,20.2088,619.7249,0.2705,21.1499,498.9916,0.2245
agricultural_0027_patch00691.png,20.1102,633.9534,0.2784,21.0519,510.3726,0.2301
agricultural_0027_patch00692.png,19.4622,735.9651,0.2729,20.3084,605.6812,0.2256
agricultural_0027_patch00693.png,19.4146,744.0842,0.2573,20.1812,623.6845,0.2062
agricultural_0027_patch00694.png,19.7487,688.9862,0.2485,20.6011,566.2038,0.2108
agricultural_0027_patch00695.png,20.9118,527.114,0.2695,21.5187,458.3623,0.2389
agricultural_0027_patch00696.png,20.9287,525.0564,0.2739,21.6147,448.3386,0.242
agricultural_0027_patch00697.png,20.3596,598.5747,0.2817,20.9585,521.4742,0.2412
agricultural_0027_patch00698.png,20.6855,555.306,0.2767,21.2143,491.6466,0.2344
agricultural_0027_patch00699.png,21.0006,516.4464,0.2668,21.6008,449.7832,0.2364
agricultural_0028_patch00700.png,21.4924,461.1492,0.2577,22.2705,385.5062,0.2406
agricultural_0028_patch00701.png,21.4328,467.5229,0.2415,22.2187,390.1271,0.231
agricultural_0028_patch00702.png,21.5292,457.254,0.2349,22.2969,383.1717,0.2294
agricultural_0028_patch00703.png,21.2841,483.8006,0.2356,22.114,399.6532,0.228
agricultural_0028_patch00704.png,21.161,497.717,0.2334,22.02,408.3969,0.2249
agricultural_0028_patch00705.png,21.1419,499.9076,0.2492,21.8717,422.5767,0.2329
agricultural_0028_patch00706.png,21.1948,493.8614,0.2301,21.9628,413.811,0.2219
agricultural_0028_patch00707.png,21.233,489.53,0.2281,21.9586,414.208,0.2173
agricultural_0028_patch00708.png,20.8606,533.3644,0.2208,21.6057,449.2757,0.2095
agricultural_0028_patch00709.png,20.8101,539.6037,0.2194,21.5988,449.9858,0.2053
agricultural_0028_patch00710.png,20.4469,586.6588,0.241,21.4595,464.6546,0.2247
agricultural_0028_patch00711.png,20.7089,552.3222,0.2301,21.8349,426.1811,0.2233
agricultural_0028_patch00712.png,20.8076,539.915,0.2358,21.8975,420.0811,0.2238
agricultural_0028_patch00713.png,20.7581,546.1021,0.2321,21.8083,428.7939,0.2168
agricultural_0028_patch00714.png,20.9878,517.9611,0.2253,21.9684,413.2746,0.2103
agricultural_0028_patch00715.png,20.51,578.2049,0.2372,21.3173,480.1184,0.2177
agricultural_0028_patch00716.png,21.1268,501.6436,0.2337,22.0866,402.1778,0.2262
agricultural_0028_patch00717.png,21.2853,483.671,0.2383,22.2065,391.2282,0.2318
agricultural_0028_patch00718.png,21.3506,476.449,0.2404,22.218,390.1969,0.2276
agricultural_0028_patch00719.png,21.3363,478.0244,0.2317,22.1527,396.1016,0.2189
agricultural_0028_patch00720.png,20.1319,630.7945,0.2367,20.9881,517.9322,0.2119
agricultural_0028_patch00721.png,20.7475,547.4336,0.2395,21.6826,441.3896,0.2272
agricultural_0028_patch00722.png,21.0421,511.5281,0.2379,21.9396,416.0267,0.2289
agricultural_0028_patch00723.png,21.2871,483.4656,0.2382,22.1375,397.4923,0.2254
agricultural_0028_patch00724.png,21.1482,499.1815,0.2293,21.9837,411.8219,0.2156
agricultural_0029_patch00725.png,20.0678,640.1764,0.1992,20.9975,516.8109,0.1833
agricultural_0029_patch00726.png,19.7431,689.8722,0.2001,20.572,570.008,0.1819
agricultural_0029_patch00727.png,19.6158,710.4023,0.2226,20.329,602.8064,0.2015
agricultural_0029_patch00728.png,19.5101,727.8918,0.2347,20.1244,631.8814,0.2089
agricultural_0029_patch00729.png,19.4437,739.1164,0.2499,19.892,666.6229,0.2114
agricultural_0029_patch00730.png,19.8551,672.3128,0.1837,20.6892,554.8346,0.1763
agricultural_0029_patch00731.png,19.4355,740.5166,0.1957,20.1484,628.4064,0.1827
agricultural_0029_patch00732.png,19.435,740.5891,0.2178,20.1169,632.9787,0.1985
agricultural_0029_patch00733.png,19.2728,768.7772,0.2432,19.7852,683.2182,0.2076
agricultural_0029_patch00734.png,19.4899,731.2842,0.2576,19.9584,656.5075,0.2144
agricultural_0029_patch00735.png,19.6464,705.4128,0.177,20.8893,529.8516,0.1728
agricultural_0029_patch00736.png,19.2587,771.2718,0.2009,20.2983,607.0869,0.1893
agricultural_0029_patch00737.png,19.396,747.2688,0.2319,20.2726,610.6838,0.2109
agricultural_0029_patch00738.png,19.3558,754.22,0.2611,20.0034,649.7436,0.2239
agricultural_0029_patch00739.png,19.8031,680.4106,0.2723,20.3769,596.2018,0.2318
agricultural_0029_patch00740.png,20.2463,614.4019,0.1762,21.087,506.2625,0.1795
agricultural_0029_patch00741.png,19.6057,712.0536,0.2143,20.377,596.1805,0.2018
agricultural_0029_patch00742.png,19.3823,749.6438,0.2542,20.1536,627.6483,0.2266
agricultural_0029_patch00743.png,19.0724,805.0793,0.2841,19.6993,696.8684,0.2385
agricultural_0029_patch00744.png,19.6792,700.0928,0.2919,20.2797,609.6956,0.2426
agricultural_0029_patch00745.png,20.1883,622.6554,0.1788,21.0949,505.3481,0.178
agricultural_0029_patch00746.png,19.5838,715.6448,0.2039,20.5533,572.4716,0.1888
agricultural_0029_patch00747.png,19.3531,754.697,0.2428,20.3048,606.1838,0.2148
agricultural_0029_patch00748.png,19.021,814.6764,0.2659,19.8206,677.6766,0.2251
agricultural_0029_patch00749.png,19.6476,705.2156,0.2962,20.4243,589.7218,0.2499
agricultural_0030_patch00750.png,29.7167,69.4074,0.7845,28.5642,90.5015,0.7211
agricultural_0030_patch00751.png,29.6963,69.7346,0.7927,28.5689,90.4047,0.7265
agricultural_0030_patch00752.png,29.6937,69.777,0.8029,28.5561,90.6712,0.7466
agricultural_0030_patch00753.png,29.3669,75.2306,0.8196,28.2783,96.6619,0.7667
agricultural_0030_patch00754.png,29.0401,81.1096,0.8163,28.0182,102.6256,0.7667
agricultural_0030_patch00755.png,29.4548,73.7226,0.7887,28.2204,97.9591,0.7188
agricultural_0030_patch00756.png,29.5893,71.4741,0.7986,28.2717,96.8068,0.7286
agricultural_0030_patch00757.png,29.7905,68.2381,0.8099,28.5533,90.73,0.7493
agricultural_0030_patch00758.png,29.5765,71.6847,0.8179,28.4021,93.9442,0.7614
agricultural_0030_patch00759.png,29.2366,77.5217,0.8168,28.2065,98.2722,0.7623
agricultural_0030_patch00760.png,29.4463,73.8667,0.7967,28.0947,100.8339,0.7184
agricultural_0030_patch00761.png,29.6441,70.5776,0.8044,28.2157,98.065,0.7285
agricultural_0030_patch00762.png,29.8993,66.5502,0.8072,28.6302,89.137,0.7459
agricultural_0030_patch00763.png,29.7281,69.2268,0.8067,28.6336,89.0676,0.7538
agricultural_0030_patch00764.png,29.3056,76.2994,0.8062,28.3451,95.1851,0.752
agricultural_0030_patch00765.png,29.1719,78.684,0.7951,27.8917,105.6608,0.7181
agricultural_0030_patch00766.png,29.4231,74.2625,0.8025,28.0614,101.6104,0.7281
agricultural_0030_patch00767.png,29.981,65.3101,0.8085,28.5557,90.6795,0.7429
agricultural_0030_patch00768.png,29.5076,72.8325,0.8024,28.4035,93.9145,0.7468
agricultural_0030_patch00769.png,29.0969,80.055,0.8036,28.1211,100.2246,0.7468
agricultural_0030_patch00770.png,28.9861,82.124,0.7937,27.7303,109.6597,0.7167
agricultural_0030_patch00771.png,29.3396,75.705,0.8033,27.96,104.0109,0.7227
agricultural_0030_patch00772.png,29.8838,66.7876,0.815,28.4921,92.0182,0.7438
agricultural_0030_patch00773.png,29.4943,73.0552,0.8189,28.3584,94.8953,0.7591
agricultural_0030_patch00774.png,29.0398,81.1145,0.8111,28.1193,100.2644,0.7579
agricultural_0031_patch00775.png,28.1861,98.7359,0.8381,26.1055,159.416,0.7442
agricultural_0031_patch00776.png,28.0422,102.0606,0.8366,26.013,162.8456,0.74
agricultural_0031_patch00777.png,27.7104,110.1652,0.8288,25.8109,170.6036,0.7317
agricultural_0031_patch00778.png,27.6078,112.7969,0.824,25.6975,175.118,0.7222
agricultural_0031_patch00779.png,27.7916,108.1224,0.8275,25.8175,170.3435,0.724
agricultural_0031_patch00780.png,28.3383,95.3344,0.841,26.2716,153.4322,0.7533
agricultural_0031_patch00781.png,28.4014,93.9599,0.8427,26.3209,151.7014,0.7486
agricultural_0031_patch00782.png,28.1065,100.5617,0.8366,25.9799,164.0937,0.7302
agricultural_0031_patch00783.png,27.9967,103.1367,0.8313,25.9023,167.0532,0.7237
agricultural_0031_patch00784.png,28.2936,96.3201,0.8288,26.2301,154.9058,0.7296
agricultural_0031_patch00785.png,28.3313,95.4881,0.8299,26.5111,145.2012,0.749
agricultural_0031_patch00786.png,28.5604,90.5812,0.8343,26.5352,144.3976,0.7386
agricultural_0031_patch00787.png,28.4184,93.5927,0.8289,26.2996,152.4466,0.7206
agricultural_0031_patch00788.png,28.3349,95.4102,0.8271,26.2802,153.1308,0.7212
agricultural_0031_patch00789.png,28.4782,92.3124,0.8205,26.5102,145.2306,0.7245
agricultural_0031_patch00790.png,28.3675,94.6967,0.8192,26.8764,133.4881,0.741
agricultural_0031_patch00791.png,28.5466,90.8701,0.8226,26.8118,135.4883,0.7351
agricultural_0031_patch00792.png,28.402,93.9454,0.8164,26.6403,140.9457,0.7179
agricultural_0031_patch00793.png,28.3024,96.1261,0.8172,26.6284,141.3318,0.7225
agricultural_0031_patch00794.png,28.25,97.2926,0.811,26.6502,140.625,0.7216
agricultural_0031_patch00795.png,28.5014,91.8209,0.8363,26.8071,135.6356,0.7515
agricultural_0031_patch00796.png,28.4174,93.6146,0.8407,26.5696,143.2571,0.7523
agricultural_0031_patch00797.png,28.1475,99.6168,0.8301,26.392,149.2368,0.7358
agricultural_0031_patch00798.png,27.9984,103.0966,0.8289,26.3584,150.3983,0.7368
agricultural_0031_patch00799.png,27.8052,107.7852,0.8189,26.1637,157.2951,0.7221
agricultural_0032_patch00800.png,24.1479,250.2022,0.3144,24.806,215.0226,0.3221
agricultural_0032_patch00801.png,25.3213,190.9653,0.354,26.0172,162.6893,0.3682
agricultural_0032_patch00802.png,26.112,159.1758,0.3897,26.8213,135.1912,0.4072
agricultural_0032_patch00803.png,26.524,144.7709,0.402,26.9936,129.9348,0.4117
agricultural_0032_patch00804.png,26.2591,153.8752,0.3922,26.7372,137.8344,0.4089
agricultural_0032_patch00805.png,24.1473,250.2379,0.3133,24.84,213.3459,0.321
agricultural_0032_patch00806.png,24.83,213.8358,0.3386,25.5634,180.6112,0.3463
agricultural_0032_patch00807.png,25.6139,178.5205,0.373,26.3163,151.8629,0.3825
agricultural_0032_patch00808.png,26.3048,152.2669,0.3948,26.8391,134.6379,0.4014
agricultural_0032_patch00809.png,26.3466,150.8062,0.3921,26.9545,131.1093,0.4116
agricultural_0032_patch00810.png,24.6712,221.8003,0.3187,25.455,185.1726,0.3322
agricultural_0032_patch00811.png,24.7942,215.6037,0.3306,25.5788,179.9705,0.3374
agricultural_0032_patch00812.png,24.9725,206.9355,0.3508,25.7451,173.21,0.3527
agricultural_0032_patch00813.png,25.4683,184.6094,0.3712,26.0849,160.1723,0.372
agricultural_0032_patch00814.png,25.8454,169.2546,0.3749,26.4643,146.773,0.389
agricultural_0032_patch00815.png,24.9328,208.8359,0.323,25.7096,174.629,0.3431
agricultural_0032_patch00816.png,24.8136,214.6462,0.3233,25.6147,178.4892,0.3389
agricultural_0032_patch00817.png,24.8085,214.8952,0.3379,25.5636,180.603,0.3438
agricultural_0032_patch00818.png,25.31,191.4623,0.3625,25.995,163.5221,0.3693
agricultural_0032_patch00819.png,25.5393,181.6143,0.3619,26.2183,155.3278,0.3798
agricultural_0032_patch00820.png,25.4581,185.0422,0.3469,26.1921,156.267,0.3647
agricultural_0032_patch00821.png,25.1341,199.375,0.3367,25.9437,165.4648,0.3553
agricultural_0032_patch00822.png,25.1575,198.305,0.348,25.9098,166.7623,0.3601
agricultural_0032_patch00823.png,25.4856,183.875,0.361,26.1996,155.9967,0.3802
agricultural_0032_patch00824.png,25.7302,173.8049,0.3663,26.3569,150.4506,0.3887
agricultural_0033_patch00825.png,26.45,147.2574,0.4267,27.1799,124.4765,0.4391
agricultural_0033_patch00826.png,26.9614,130.9001,0.4247,27.646,111.8099,0.4388
agricultural_0033_patch00827.png,26.9567,131.0433,0.4133,27.6412,111.9329,0.4286
agricultural_0033_patch00828.png,26.9402,131.5407,0.4304,27.438,117.2964,0.4323
agricultural_0033_patch00829.png,27.4024,118.2616,0.4442,27.8549,106.5588,0.4488
agricultural_0033_patch00830.png,26.6497,140.6396,0.4217,27.4063,118.1543,0.4371
agricultural_0033_patch00831.png,26.972,130.5796,0.4061,27.7832,108.3324,0.4277
agricultural_0033_patch00832.png,26.6489,140.6675,0.3931,27.4569,116.7859,0.4124
agricultural_0033_patch00833.png,26.4385,147.6495,0.4038,27.1506,125.3199,0.4153
agricultural_0033_patch00834.png,26.7026,138.9376,0.4141,27.3588,119.453,0.4218
agricultural_0033_patch00835.png,26.7377,137.8201,0.4121,27.5236,115.0058,0.4316
agricultural_0033_patch00836.png,26.4585,146.9715,0.3806,27.2718,121.8723,0.4043
agricultural_0033_patch00837.png,26.2155,155.4281,0.3676,27.0401,128.5492,0.3888
agricultural_0033_patch00838.png,26.1079,159.3287,0.376,26.8851,133.22,0.3936
agricultural_0033_patch00839.png,26.4106,148.6016,0.3925,27.1559,125.1684,0.4019
agricultural_0033_patch00840.png,26.4963,145.697,0.3948,27.4113,118.0178,0.4204
agricultural_0033_patch00841.png,26.2676,153.5734,0.3685,27.1297,125.9247,0.3907
agricultural_0033_patch00842.png,26.0677,160.8095,0.3634,26.9701,130.6389,0.3832
agricultural_0033_patch00843.png,26.143,158.0449,0.3711,26.9982,129.7949,0.3894
agricultural_0033_patch00844.png,26.1825,156.614,0.3865,26.9972,129.8253,0.3968
agricultural_0033_patch00845.png,26.2941,152.6415,0.3832,27.1527,125.2598,0.4029
agricultural_0033_patch00846.png,26.1593,157.4515,0.3716,26.9476,131.3172,0.387
agricultural_0033_patch00847.png,26.2327,154.813,0.3727,27.0175,129.2203,0.3856
agricultural_0033_patch00848.png,26.5091,145.2688,0.3848,27.2455,122.6122,0.3992
agricultural_0033_patch00849.png,26.2871,152.8863,0.3854,27.0807,127.3524,0.3996
agricultural_0034_patch00850.png,18.6121,895.0912,0.313,18.8296,851.3688,0.2161
agricultural_0034_patch00851.png,18.6426,888.829,0.3221,18.8642,844.6202,0.2258
agricultural_0034_patch00852.png,19.3927,747.8364,0.3532,19.4367,740.3028,0.237
agricultural_0034_patch00853.png,21.1685,496.861,0.3772,21.1788,495.6793,0.2505
agricultural_0034_patch00854.png,21.4286,467.9682,0.3916,21.2371,489.0672,0.2662
agricultural_0034_patch00855.png,19.7655,686.3288,0.3317,19.9052,664.6021,0.2404
agricultural_0034_patch00856.png,18.881,841.3497,0.322,19.081,803.4983,0.2304
agricultural_0034_patch00857.png,18.9008,837.5244,0.3344,18.9778,822.805,0.2347
agricultural_0034_patch00858.png,20.2128,619.1588,0.3661,20.3609,598.397,0.254
agricultural_0034_patch00859.png,21.478,462.6756,0.3968,21.0992,504.8514,0.2636
agricultural_0034_patch00860.png,20.899,528.6648,0.3306,21.2426,488.4494,0.2593
agricultural_0034_patch00861.png,18.7275,871.6219,0.3172,19.0842,802.9049,0.2231
agricultural_0034_patch00862.png,18.7968,857.8335,0.3197,19.1029,799.4564,0.2304
agricultural_0034_patch00863.png,19.3541,754.5135,0.3405,19.7063,695.7434,0.2464
agricultural_0034_patch00864.png,21.6594,443.7524,0.3778,21.4843,462.0088,0.2636
agricultural_0034_patch00865.png,22.1097,400.0458,0.3356,22.5347,362.7557,0.2735
agricultural_0034_patch00866.png,19.2915,765.4818,0.3265,19.671,701.4202,0.2395
agricultural_0034_patch00867.png,18.6813,880.9554,0.3162,19.0886,802.0766,0.2374
agricultural_0034_patch00868.png,18.6513,887.0609,0.3167,19.0592,807.5288,0.2386
agricultural_0034_patch00869.png,20.8805,530.9162,0.3624,20.9201,526.1004,0.2656
agricultural_0034_patch00870.png,22.3421,379.203,0.34,22.6949,349.6145,0.2795
agricultural_0034_patch00871.png,20.3185,604.2748,0.3243,20.7346,549.0589,0.2559
agricultural_0034_patch00872.png,18.713,874.5342,0.3144,19.1728,786.6908,0.2408
agricultural_0034_patch00873.png,18.8329,850.7258,0.3264,19.3237,759.8112,0.2547
agricultural_0034_patch00874.png,20.1813,623.6644,0.372,20.393,593.9965,0.2772
agricultural_0035_patch00875.png,23.137,315.7787,0.3814,23.3295,302.0867,0.3012
agricultural_0035_patch00876.png,23.7273,275.6469,0.3958,23.901,264.8408,0.3269
agricultural_0035_patch00877.png,24.1754,248.6236,0.3948,24.4663,232.5165,0.3365
agricultural_0035_patch00878.png,24.6839,221.1528,0.4189,24.7113,219.7601,0.3404
agricultural_0035_patch00879.png,24.1461,250.3031,0.422,24.1224,251.678,0.3222
agricultural_0035_patch00880.png,23.1805,312.6327,0.3729,23.3543,300.368,0.2923
agricultural_0035_patch00881.png,23.538,287.927,0.3795,23.6605,279.9204,0.3022
agricultural_0035_patch00882.png,23.95,261.8647,0.3831,24.2159,246.3168,0.3211
agricultural_0035_patch00883.png,24.6297,223.9268,0.4237,24.7201,219.314,0.3492
agricultural_0035_patch00884.png,24.4361,234.1362,0.4303,24.4504,233.3701,0.3413
agricultural_0035_patch00885.png,23.1883,312.0658,0.3834,23.338,301.4982,0.3006
agricultural_0035_patch00886.png,23.5099,289.7934,0.3889,23.4843,291.5106,0.2926
agricultural_0035_patch00887.png,23.8254,269.4904,0.3849,23.9873,259.6264,0.3185
agricultural_0035_patch00888.png,24.4523,233.2665,0.4216,24.515,229.9227,0.3496
agricultural_0035_patch00889.png,24.7383,218.3998,0.4283,24.8546,212.6258,0.3514
agricultural_0035_patch00890.png,23.1096,317.7762,0.3813,23.3008,304.0874,0.311
agricultural_0035_patch00891.png,23.6036,283.6106,0.3866,23.5658,286.087,0.2909
agricultural_0035_patch00892.png,23.8508,267.9179,0.3996,23.8929,265.3304,0.3132
agricultural_0035_patch00893.png,24.4838,231.5777,0.4338,24.3803,237.1653,0.3457
agricultural_0035_patch00894.png,25.0002,205.6188,0.4363,25.0057,205.356,0.3598
agricultural_0035_patch00895.png,22.6055,356.8845,0.3695,22.8962,333.7801,0.3032
agricultural_0035_patch00896.png,23.6241,282.2752,0.3908,23.8184,269.9224,0.3143
agricultural_0035_patch00897.png,23.9099,264.294,0.4059,23.9914,259.3846,0.3169
agricultural_0035_patch00898.png,24.7983,215.4009,0.4292,24.6679,221.9678,0.3398
agricultural_0035_patch00899.png,25.2098,195.9305,0.4305,25.2501,194.1209,0.3536
agricultural_0036_patch00900.png,20.1622,626.4186,0.3526,20.8614,533.2631,0.2971
agricultural_0036_patch00901.png,21.2468,487.981,0.3689,21.873,422.4565,0.3158
agricultural_0036_patch00902.png,24.2604,243.802,0.4,24.5554,227.7942,0.3396
agricultural_0036_patch00903.png,25.0356,203.9488,0.4458,25.1056,200.6859,0.3642
agricultural_0036_patch00904.png,25.7752,172.0113,0.4705,25.7029,174.8991,0.3812
agricultural_0036_patch00905.png,19.9798,653.2888,0.3395,20.7229,550.5362,0.2907
agricultural_0036_patch00906.png,20.0493,642.9057,0.3583,20.7978,541.1236,0.3054
agricultural_0036_patch00907.png,22.8104,340.4435,0.3942,23.3126,303.2625,0.3291
agricultural_0036_patch00908.png,24.9404,208.4674,0.4425,24.931,208.9212,0.3519
agricultural_0036_patch00909.png,25.5489,181.2117,0.4598,25.3914,187.9057,0.3631
agricultural_0036_patch00910.png,19.9711,654.586,0.3285,20.7523,546.8246,0.2767
agricultural_0036_patch00911.png,19.9432,658.8122,0.341,20.7386,548.5562,0.2901
agricultural_0036_patch00912.png,21.5273,457.4592,0.3716,22.2056,391.31,0.3125
agricultural_0036_patch00913.png,24.6898,220.8526,0.4324,24.8332,213.677,0.3509
agricultural_0036_patch00914.png,25.1803,197.2642,0.4444,25.1283,199.6425,0.3506
agricultural_0036_patch00915.png,20.3983,593.2701,0.3462,21.1538,498.5425,0.2825
agricultural_0036_patch00916.png,19.9418,659.0266,0.3373,20.7988,541.0049,0.287
