filename,PSNR,MSE,SSIM
agricultural_0037_patch00938.png,32.0528,40.532,0.8196
agricultural_0037_patch00939.png,32.441,37.0665,0.8064
agricultural_0037_patch00940.png,32.6096,35.655,0.8151
agricultural_0037_patch00941.png,32.1417,39.7105,0.821
agricultural_0037_patch00942.png,31.7577,43.3817,0.8235
agricultural_0037_patch00943.png,31.6414,44.5598,0.8219
agricultural_0037_patch00944.png,32.0635,40.4329,0.8155
agricultural_0037_patch00945.png,33.1933,31.1711,0.8328
agricultural_0037_patch00946.png,32.2745,38.5154,0.8376
agricultural_0037_patch00947.png,31.9292,41.7022,0.8389
agricultural_0037_patch00948.png,31.6333,44.6424,0.8311
agricultural_0037_patch00949.png,32.1384,39.7412,0.8275
agricultural_0038_patch00950.png,33.265,30.6606,0.8377
agricultural_0038_patch00951.png,33.5071,28.9985,0.837
agricultural_0038_patch00952.png,33.4715,29.2371,0.8217
agricultural_0038_patch00953.png,33.5325,28.8292,0.8087
agricultural_0038_patch00954.png,33.7172,27.6284,0.8112
agricultural_0038_patch00955.png,33.5771,28.5347,0.8428
agricultural_0038_patch00956.png,33.4829,29.1602,0.8361
agricultural_0038_patch00957.png,33.2192,30.9859,0.8248
agricultural_0038_patch00958.png,33.23,30.9089,0.8185
agricultural_0038_patch00959.png,33.4698,29.2482,0.8188
agricultural_0038_patch00960.png,33.5835,28.4927,0.8405
agricultural_0038_patch00961.png,33.5047,29.0142,0.8387
agricultural_0038_patch00962.png,33.4254,29.5486,0.8359
agricultural_0038_patch00963.png,33.0817,31.9821,0.8331
agricultural_0038_patch00964.png,33.05,32.2166,0.8245
agricultural_0038_patch00965.png,33.7518,27.4098,0.8385
agricultural_0038_patch00966.png,33.811,27.0387,0.8388
agricultural_0038_patch00967.png,33.7821,27.2188,0.8359
agricultural_0038_patch00968.png,33.2514,30.7566,0.8297
agricultural_0038_patch00969.png,32.7794,34.2878,0.8127
agricultural_0038_patch00970.png,33.6969,27.7582,0.826
agricultural_0038_patch00971.png,33.6751,27.8978,0.826
agricultural_0038_patch00972.png,33.9674,26.082,0.8317
agricultural_0038_patch00973.png,33.5901,28.449,0.8254
agricultural_0038_patch00974.png,32.8804,33.4995,0.8066
agricultural_0039_patch00975.png,30.9999,51.6519,0.814
agricultural_0039_patch00976.png,31.9731,41.283,0.8181
agricultural_0039_patch00977.png,32.9269,33.1432,0.8437
agricultural_0039_patch00978.png,33.1988,31.1316,0.8607
agricultural_0039_patch00979.png,33.6432,28.1036,0.8657
agricultural_0039_patch00980.png,30.4627,58.4534,0.8029
agricultural_0039_patch00981.png,31.4663,46.3927,0.8241
agricultural_0039_patch00982.png,32.5673,36.0037,0.8446
agricultural_0039_patch00983.png,33.6196,28.2566,0.8721
agricultural_0039_patch00984.png,33.7883,27.1801,0.8652
agricultural_0039_patch00985.png,30.2167,61.8601,0.7872
agricultural_0039_patch00986.png,30.8735,53.1782,0.8111
agricultural_0039_patch00987.png,31.8267,42.698,0.8252
agricultural_0039_patch00988.png,33.2387,30.8468,0.8574
agricultural_0039_patch00989.png,33.8187,26.9907,0.8518
agricultural_0039_patch00990.png,30.3196,60.4118,0.7803
agricultural_0039_patch00991.png,30.659,55.8705,0.7925
agricultural_0039_patch00992.png,31.1977,49.3525,0.801
agricultural_0039_patch00993.png,32.448,37.0066,0.8299
agricultural_0039_patch00994.png,33.5949,28.4179,0.8357
agricultural_0039_patch00995.png,30.4495,58.632,0.7816
agricultural_0039_patch00996.png,30.4872,58.1243,0.7817
agricultural_0039_patch00997.png,30.8565,53.3868,0.789
agricultural_0039_patch00998.png,31.6398,44.5758,0.8069
agricultural_0039_patch00999.png,32.9064,33.2999,0.8176
agricultural_0040_patch01000.png,36.1963,15.6117,0.8772
agricultural_0040_patch01001.png,36.2994,15.2456,0.8789
agricultural_0040_patch01002.png,36.3561,15.0479,0.874
agricultural_0040_patch01003.png,36.3383,15.1096,0.875
agricultural_0040_patch01004.png,36.5748,14.3087,0.8793
agricultural_0040_patch01005.png,36.2497,15.4209,0.8776
agricultural_0040_patch01006.png,36.257,15.3952,0.8787
agricultural_0040_patch01007.png,36.3842,14.9505,0.8751
agricultural_0040_patch01008.png,36.3533,15.0575,0.8754
agricultural_0040_patch01009.png,36.7088,13.8741,0.8815
agricultural_0040_patch01010.png,36.1359,15.8304,0.8758
agricultural_0040_patch01011.png,36.1211,15.8845,0.8763
agricultural_0040_patch01012.png,36.3337,15.1255,0.876
agricultural_0040_patch01013.png,36.4397,14.7608,0.8787
agricultural_0040_patch01014.png,36.7821,13.6417,0.8836
agricultural_0040_patch01015.png,36.0992,15.9645,0.8743
agricultural_0040_patch01016.png,36.1492,15.7818,0.8786
agricultural_0040_patch01017.png,36.471,14.6548,0.8804
agricultural_0040_patch01018.png,36.5498,14.3912,0.8819
agricultural_0040_patch01019.png,36.8128,13.5457,0.8851
agricultural_0040_patch01020.png,36.2489,15.4239,0.8754
agricultural_0040_patch01021.png,36.3238,15.1599,0.8785
agricultural_0040_patch01022.png,36.5137,14.5113,0.8817
agricultural_0040_patch01023.png,36.669,14.0016,0.8858
agricultural_0040_patch01024.png,36.7353,13.7895,0.886
agricultural_0041_patch01025.png,33.5896,28.4527,0.8225
agricultural_0041_patch01026.png,33.6757,27.8941,0.8341
agricultural_0041_patch01027.png,33.6029,28.3655,0.8287
agricultural_0041_patch01028.png,33.5548,28.6813,0.8321
agricultural_0041_patch01029.png,33.4427,29.4316,0.8266
agricultural_0041_patch01030.png,33.8805,26.6089,0.8253
agricultural_0041_patch01031.png,33.4343,29.4885,0.8253
agricultural_0041_patch01032.png,32.9559,32.9223,0.8204
agricultural_0041_patch01033.png,32.7209,34.7527,0.8212
agricultural_0041_patch01034.png,32.8191,33.9755,0.8291
agricultural_0041_patch01035.png,33.7608,27.3528,0.8308
agricultural_0041_patch01036.png,33.3933,29.7681,0.8265
agricultural_0041_patch01037.png,32.8299,33.8916,0.8185
agricultural_0041_patch01038.png,32.2794,38.4717,0.8149
agricultural_0041_patch01039.png,32.1145,39.9604,0.8172
agricultural_0041_patch01040.png,33.3026,30.3965,0.8185
agricultural_0041_patch01041.png,33.3181,30.2878,0.8245
agricultural_0041_patch01042.png,33.0216,32.4281,0.8254
agricultural_0041_patch01043.png,32.1594,39.5491,0.8147
agricultural_0041_patch01044.png,31.6742,44.2246,0.8134
agricultural_0041_patch01045.png,33.0924,31.9036,0.8047
agricultural_0041_patch01046.png,33.5836,28.4917,0.8193
agricultural_0041_patch01047.png,33.5928,28.4316,0.8224
agricultural_0041_patch01048.png,32.6944,34.9658,0.8197
agricultural_0041_patch01049.png,31.9233,41.7586,0.8118
agricultural_0042_patch01050.png,29.7141,69.4502,0.8969
agricultural_0042_patch01051.png,30.2407,61.5185,0.8961
agricultural_0042_patch01052.png,30.381,59.5634,0.8795
agricultural_0042_patch01053.png,30.3152,60.4723,0.861
agricultural_0042_patch01054.png,31.0182,51.4349,0.87
agricultural_0042_patch01055.png,29.4377,74.0139,0.8959
agricultural_0042_patch01056.png,30.2044,62.0361,0.8939
agricultural_0042_patch01057.png,30.8651,53.2812,0.8752
agricultural_0042_patch01058.png,31.4086,47.0138,0.8661
agricultural_0042_patch01059.png,31.9974,41.0525,0.8862
agricultural_0042_patch01060.png,29.2344,77.561,0.8904
agricultural_0042_patch01061.png,30.0714,63.965,0.884
agricultural_0042_patch01062.png,31.2674,48.5674,0.8752
agricultural_0042_patch01063.png,32.3705,37.6729,0.8742
agricultural_0042_patch01064.png,32.8816,33.4906,0.8955
agricultural_0042_patch01065.png,29.5419,72.2581,0.8823
agricultural_0042_patch01066.png,30.1839,62.329,0.8621
agricultural_0042_patch01067.png,31.3475,47.679,0.8605
agricultural_0042_patch01068.png,32.6269,35.5133,0.8762
agricultural_0042_patch01069.png,32.9542,32.9349,0.9025
agricultural_0042_patch01070.png,29.5995,71.306,0.8584
agricultural_0042_patch01071.png,30.4824,58.1887,0.8427
agricultural_0042_patch01072.png,31.3194,47.9894,0.8443
agricultural_0042_patch01073.png,32.0324,40.7231,0.8717
agricultural_0042_patch01074.png,32.2022,39.1618,0.8966
agricultural_0043_patch01075.png,30.0925,63.6551,0.819
agricultural_0043_patch01076.png,30.7327,54.93,0.8216
agricultural_0043_patch01077.png,31.3672,47.4633,0.8271
agricultural_0043_patch01078.png,32.5242,36.3628,0.8312
agricultural_0043_patch01079.png,33.2758,30.5846,0.8392
agricultural_0043_patch01080.png,30.5278,57.5834,0.8115
agricultural_0043_patch01081.png,30.8565,53.3866,0.8219
agricultural_0043_patch01082.png,31.2075,49.2414,0.8298
agricultural_0043_patch01083.png,32.3075,38.2233,0.8319
agricultural_0043_patch01084.png,33.3716,29.9172,0.8366
agricultural_0043_patch01085.png,30.8091,53.9718,0.809
agricultural_0043_patch01086.png,30.7468,54.7519,0.8232
agricultural_0043_patch01087.png,30.8206,53.8296,0.8281
agricultural_0043_patch01088.png,31.7391,43.5686,0.8277
agricultural_0043_patch01089.png,32.9499,32.9678,0.83
agricultural_0043_patch01090.png,31.106,50.4059,0.8183
agricultural_0043_patch01091.png,31.0099,51.5334,0.8342
agricultural_0043_patch01092.png,30.814,53.9115,0.8285
agricultural_0043_patch01093.png,31.2909,48.3053,0.8291
agricultural_0043_patch01094.png,32.1558,39.5826,0.8229
agricultural_0043_patch01095.png,31.2587,48.6646,0.8096
agricultural_0043_patch01096.png,31.3626,47.5142,0.824
agricultural_0043_patch01097.png,31.0973,50.5071,0.8223
agricultural_0043_patch01098.png,31.1916,49.4221,0.8273
agricultural_0043_patch01099.png,31.7482,43.4766,0.8244
agricultural_0044_patch01100.png,33.3948,29.758,0.9059
agricultural_0044_patch01101.png,33.198,31.1369,0.9058
agricultural_0044_patch01102.png,32.8832,33.4779,0.9041
agricultural_0044_patch01103.png,32.883,33.4795,0.8987
agricultural_0044_patch01104.png,33.5351,28.8121,0.904
agricultural_0044_patch01105.png,33.2657,30.6558,0.9142
agricultural_0044_patch01106.png,33.2294,30.9129,0.9163
agricultural_0044_patch01107.png,33.3131,30.3231,0.9163
agricultural_0044_patch01108.png,33.658,28.0081,0.915
agricultural_0044_patch01109.png,34.3788,23.7246,0.9169
agricultural_0044_patch01110.png,32.934,33.0884,0.9098
agricultural_0044_patch01111.png,33.199,31.1301,0.9182
agricultural_0044_patch01112.png,33.5756,28.5446,0.917
agricultural_0044_patch01113.png,34.2491,24.4437,0.9159
agricultural_0044_patch01114.png,34.8157,21.4539,0.9163
agricultural_0044_patch01115.png,33.1319,31.6146,0.9107
agricultural_0044_patch01116.png,33.7305,27.5444,0.9201
agricultural_0044_patch01117.png,34.3743,23.7492,0.922
agricultural_0044_patch01118.png,34.9556,20.7741,0.9238
agricultural_0044_patch01119.png,35.2695,19.3256,0.924
agricultural_0044_patch01120.png,33.9668,26.0857,0.9174
agricultural_0044_patch01121.png,34.5153,22.9905,0.9233
agricultural_0044_patch01122.png,35.1174,20.0143,0.9302
agricultural_0044_patch01123.png,35.3819,18.8319,0.929
agricultural_0044_patch01124.png,35.4291,18.628,0.9273
agricultural_0045_patch01125.png,34.8789,21.1442,0.9042
agricultural_0045_patch01126.png,34.5777,22.6625,0.8885
agricultural_0045_patch01127.png,34.5458,22.8299,0.8838
agricultural_0045_patch01128.png,34.9792,20.6617,0.9005
agricultural_0045_patch01129.png,35.1889,19.6873,0.9123
agricultural_0045_patch01130.png,34.6273,22.4053,0.8853
agricultural_0045_patch01131.png,34.5641,22.7338,0.8725
agricultural_0045_patch01132.png,34.518,22.9764,0.8706
agricultural_0045_patch01133.png,34.5471,22.8231,0.8841
agricultural_0045_patch01134.png,34.4887,23.1318,0.8904
agricultural_0045_patch01135.png,34.5455,22.8311,0.8788
agricultural_0045_patch01136.png,34.6486,22.2956,0.8736
agricultural_0045_patch01137.png,34.4542,23.3163,0.8703
agricultural_0045_patch01138.png,34.141,25.06,0.8714
agricultural_0045_patch01139.png,34.0771,25.4313,0.868
agricultural_0045_patch01140.png,34.4682,23.2414,0.8816
agricultural_0045_patch01141.png,34.6475,22.3015,0.8807
agricultural_0045_patch01142.png,34.3676,23.7857,0.8743
agricultural_0045_patch01143.png,33.9214,26.3596,0.8657
agricultural_0045_patch01144.png,33.7617,27.3469,0.8589
agricultural_0045_patch01145.png,34.3438,23.9168,0.883
agricultural_0045_patch01146.png,34.433,23.4307,0.8793
agricultural_0045_patch01147.png,34.1539,24.9858,0.8742
agricultural_0045_patch01148.png,34.0062,25.8502,0.8747
agricultural_0045_patch01149.png,34.0548,25.5623,0.8735
agricultural_0046_patch01150.png,35.2517,19.405,0.9223
agricultural_0046_patch01151.png,35.1376,19.9213,0.9165
agricultural_0046_patch01152.png,35.1456,19.8846,0.9176
agricultural_0046_patch01153.png,34.9874,20.6223,0.9203
agricultural_0046_patch01154.png,34.7144,21.9602,0.9196
agricultural_0046_patch01155.png,35.0951,20.1175,0.9145
agricultural_0046_patch01156.png,34.9561,20.7718,0.9127
agricultural_0046_patch01157.png,34.9175,20.9571,0.9231
agricultural_0046_patch01158.png,34.7034,22.0163,0.9281
agricultural_0046_patch01159.png,34.3904,23.6612,0.9302
agricultural_0046_patch01160.png,35.03,20.421,0.9169
agricultural_0046_patch01161.png,34.5636,22.7361,0.9172
agricultural_0046_patch01162.png,34.3623,23.8148,0.9261
agricultural_0046_patch01163.png,34.064,25.5082,0.9296
agricultural_0046_patch01164.png,33.9763,26.0285,0.9358
agricultural_0046_patch01165.png,34.7091,21.9871,0.9185
agricultural_0046_patch01166.png,34.2314,24.5439,0.9235
agricultural_0046_patch01167.png,33.8274,26.9363,0.931
agricultural_0046_patch01168.png,33.6295,28.1925,0.9353
agricultural_0046_patch01169.png,33.6761,27.8914,0.9411
agricultural_0046_patch01170.png,34.4722,23.2197,0.9252
agricultural_0046_patch01171.png,33.947,26.2046,0.929
agricultural_0046_patch01172.png,33.4986,29.0552,0.9307
agricultural_0046_patch01173.png,33.3125,30.3271,0.935
agricultural_0046_patch01174.png,33.4881,29.1252,0.9432
agricultural_0047_patch01175.png,35.0387,20.3803,0.8574
agricultural_0047_patch01176.png,34.3848,23.692,0.8386
agricultural_0047_patch01177.png,34.066,25.4965,0.8313
agricultural_0047_patch01178.png,33.8598,26.7362,0.8221
agricultural_0047_patch01179.png,33.8712,26.6658,0.8193
agricultural_0047_patch01180.png,34.3054,24.1293,0.8428
agricultural_0047_patch01181.png,33.9134,26.4081,0.8311
agricultural_0047_patch01182.png,33.9063,26.4514,0.833
agricultural_0047_patch01183.png,33.9789,26.013,0.8286
agricultural_0047_patch01184.png,34.0289,25.7151,0.8253
agricultural_0047_patch01185.png,33.882,26.5999,0.836
agricultural_0047_patch01186.png,33.7209,27.605,0.8351
agricultural_0047_patch01187.png,33.8328,26.9029,0.8371
agricultural_0047_patch01188.png,34.2625,24.3685,0.8346
agricultural_0047_patch01189.png,34.3634,23.8089,0.8334
agricultural_0047_patch01190.png,33.5832,28.4947,0.8394
agricultural_0047_patch01191.png,33.684,27.8409,0.8476
agricultural_0047_patch01192.png,33.9209,26.3625,0.8463
agricultural_0047_patch01193.png,34.5121,23.0077,0.8449
agricultural_0047_patch01194.png,34.8572,21.2503,0.8477
agricultural_0047_patch01195.png,33.6042,28.3569,0.8493
agricultural_0047_patch01196.png,33.7028,27.7202,0.8584
agricultural_0047_patch01197.png,33.824,26.9577,0.8542
agricultural_0047_patch01198.png,34.3842,23.6951,0.8503
agricultural_0047_patch01199.png,35.0886,20.1473,0.8536
agricultural_0048_patch01200.png,32.6206,35.5645,0.8555
agricultural_0048_patch01201.png,32.5952,35.7737,0.8368
agricultural_0048_patch01202.png,32.7876,34.2228,0.8327
agricultural_0048_patch01203.png,32.3916,37.4902,0.8276
agricultural_0048_patch01204.png,32.4722,36.8009,0.8357
agricultural_0048_patch01205.png,32.8463,33.7638,0.8526
agricultural_0048_patch01206.png,32.7199,34.7611,0.8479
agricultural_0048_patch01207.png,32.5665,36.0109,0.8472
agricultural_0048_patch01208.png,32.0744,40.3307,0.84
agricultural_0048_patch01209.png,32.0573,40.4898,0.8452
agricultural_0048_patch01210.png,32.4635,36.875,0.8493
agricultural_0048_patch01211.png,32.3703,37.6747,0.8568
agricultural_0048_patch01212.png,32.6151,35.61,0.8733
agricultural_0048_patch01213.png,32.6907,34.9953,0.8782
agricultural_0048_patch01214.png,32.8101,34.046,0.8811
agricultural_0048_patch01215.png,32.6125,35.6314,0.8588
agricultural_0048_patch01216.png,32.4869,36.6769,0.8702
agricultural_0048_patch01217.png,32.5167,36.4261,0.8829
agricultural_0048_patch01218.png,32.3329,38.0002,0.8865
agricultural_0048_patch01219.png,32.2567,38.6729,0.8844
agricultural_0048_patch01220.png,32.3255,38.0654,0.8494
agricultural_0048_patch01221.png,32.1849,39.3178,0.8553
agricultural_0048_patch01222.png,32.3415,37.9252,0.8763
agricultural_0048_patch01223.png,32.1113,39.9897,0.8847
agricultural_0048_patch01224.png,32.0809,40.2706,0.8826
agricultural_0049_patch01225.png,32.8813,33.493,0.8035
agricultural_0049_patch01226.png,33.2442,30.8079,0.817
agricultural_0049_patch01227.png,33.7827,27.2152,0.8392
agricultural_0049_patch01228.png,34.1597,24.9525,0.8565
agricultural_0049_patch01229.png,34.3092,24.1082,0.8736
agricultural_0049_patch01230.png,33.231,30.9017,0.7933
agricultural_0049_patch01231.png,33.9191,26.3737,0.8177
agricultural_0049_patch01232.png,34.5516,22.7993,0.8452
agricultural_0049_patch01233.png,34.8538,21.2665,0.8661
agricultural_0049_patch01234.png,34.9822,20.647,0.8826
agricultural_0049_patch01235.png,34.3095,24.1062,0.8222
agricultural_0049_patch01236.png,34.8636,21.219,0.8403
agricultural_0049_patch01237.png,35.5619,18.067,0.8633
agricultural_0049_patch01238.png,35.7476,17.3111,0.879
agricultural_0049_patch01239.png,35.9095,16.6774,0.8891
agricultural_0049_patch01240.png,34.5531,22.7911,0.8371
agricultural_0049_patch01241.png,35.0074,20.5277,0.8559
agricultural_0049_patch01242.png,35.7767,17.1955,0.8774
agricultural_0049_patch01243.png,36.0712,16.0677,0.8863
agricultural_0049_patch01244.png,36.0878,16.0066,0.8886
agricultural_0049_patch01245.png,35.2467,19.4272,0.8642
agricultural_0049_patch01246.png,35.291,19.2302,0.8655
agricultural_0049_patch01247.png,35.5193,18.2452,0.8718
agricultural_0049_patch01248.png,35.392,18.7881,0.8686
agricultural_0049_patch01249.png,34.9674,20.7177,0.8581
agricultural_0050_patch01250.png,34.7284,21.8898,0.8968
agricultural_0050_patch01251.png,34.5846,22.6269,0.8887
agricultural_0050_patch01252.png,34.2001,24.7214,0.8836
agricultural_0050_patch01253.png,33.666,27.9562,0.8769
agricultural_0050_patch01254.png,33.4726,29.2294,0.8787
agricultural_0050_patch01255.png,35.0497,20.3286,0.9001
agricultural_0050_patch01256.png,34.6886,22.0914,0.8934
agricultural_0050_patch01257.png,34.2173,24.6235,0.8911
agricultural_0050_patch01258.png,33.7535,27.3986,0.8834
agricultural_0050_patch01259.png,33.7644,27.3299,0.8873
agricultural_0050_patch01260.png,34.6604,22.2352,0.8861
agricultural_0050_patch01261.png,34.5508,22.8037,0.8869
agricultural_0050_patch01262.png,34.2516,24.4296,0.8867
agricultural_0050_patch01263.png,34.2087,24.6724,0.8915
agricultural_0050_patch01264.png,34.1666,24.9127,0.8988
agricultural_0050_patch01265.png,34.3481,23.8928,0.8788
agricultural_0050_patch01266.png,34.5129,23.0034,0.8866
agricultural_0050_patch01267.png,34.47,23.2318,0.8951
agricultural_0050_patch01268.png,34.6156,22.4658,0.9077
agricultural_0050_patch01269.png,34.4355,23.417,0.9167
agricultural_0050_patch01270.png,34.3843,23.6944,0.8837
agricultural_0050_patch01271.png,34.6201,22.4424,0.8936
agricultural_0050_patch01272.png,34.5251,22.939,0.8994
agricultural_0050_patch01273.png,34.6589,22.2426,0.9157
agricultural_0050_patch01274.png,34.4047,23.5837,0.9208
agricultural_0051_patch01275.png,34.4536,23.3197,0.8745
agricultural_0051_patch01276.png,34.7437,21.8127,0.8814
agricultural_0051_patch01277.png,34.9756,20.6787,0.8932
agricultural_0051_patch01278.png,34.6344,22.3684,0.8853
agricultural_0051_patch01279.png,34.4484,23.3475,0.889
agricultural_0051_patch01280.png,34.746,21.8014,0.8631
agricultural_0051_patch01281.png,34.9482,20.8094,0.8709
agricultural_0051_patch01282.png,35.2081,19.6007,0.8783
agricultural_0051_patch01283.png,34.884,21.1195,0.8713
agricultural_0051_patch01284.png,34.8247,21.4097,0.8788
agricultural_0051_patch01285.png,34.9604,20.751,0.8638
agricultural_0051_patch01286.png,35.0092,20.5191,0.8591
agricultural_0051_patch01287.png,35.1941,19.664,0.8594
agricultural_0051_patch01288.png,35.0402,20.3732,0.8603
agricultural_0051_patch01289.png,34.9751,20.6808,0.8733
agricultural_0051_patch01290.png,34.8009,21.5275,0.8523
agricultural_0051_patch01291.png,34.9677,20.7163,0.8472
agricultural_0051_patch01292.png,35.1276,19.9674,0.8473
agricultural_0051_patch01293.png,35.232,19.4929,0.8591
agricultural_0051_patch01294.png,35.249,19.417,0.8764
agricultural_0051_patch01295.png,34.8391,21.3388,0.8472
agricultural_0051_patch01296.png,35.068,20.243,0.8475
agricultural_0051_patch01297.png,35.0858,20.1603,0.8495
agricultural_0051_patch01298.png,35.0456,20.348,0.8612
agricultural_0051_patch01299.png,35.0688,20.2398,0.878
agricultural_0052_patch01300.png,32.9796,32.743,0.8578
agricultural_0052_patch01301.png,32.8232,33.9442,0.8421
agricultural_0052_patch01302.png,32.9161,33.2252,0.8468
agricultural_0052_patch01303.png,32.9302,33.1176,0.8315
agricultural_0052_patch01304.png,32.8343,33.8574,0.8067
agricultural_0052_patch01305.png,33.0524,32.1988,0.8541
agricultural_0052_patch01306.png,32.8936,33.3981,0.8398
agricultural_0052_patch01307.png,32.9586,32.9016,0.8416
agricultural_0052_patch01308.png,32.9489,32.9752,0.8318
agricultural_0052_patch01309.png,33.1376,31.5732,0.8196
agricultural_0052_patch01310.png,33.2173,30.9992,0.8608
agricultural_0052_patch01311.png,33.232,30.8944,0.8531
agricultural_0052_patch01312.png,32.9659,32.8466,0.847
agricultural_0052_patch01313.png,32.7858,34.2371,0.8387
agricultural_0052_patch01314.png,33.0652,32.1043,0.8375
agricultural_0052_patch01315.png,33.5778,28.53,0.8698
agricultural_0052_patch01316.png,33.5403,28.7774,0.8594
agricultural_0052_patch01317.png,33.1004,31.8452,0.8503
agricultural_0052_patch01318.png,32.7804,34.2802,0.8396
agricultural_0052_patch01319.png,32.9862,32.6937,0.8419
agricultural_0052_patch01320.png,33.8159,27.0078,0.8794
agricultural_0052_patch01321.png,33.7249,27.58,0.8757
agricultural_0052_patch01322.png,33.2619,30.6827,0.8658
agricultural_0052_patch01323.png,32.9732,32.7913,0.8542
agricultural_0052_patch01324.png,32.9818,32.7266,0.8504
agricultural_0053_patch01325.png,32.7209,34.7527,0.8685
agricultural_0053_patch01326.png,32.2893,38.3839,0.8523
agricultural_0053_patch01327.png,32.0548,40.5135,0.8477
agricultural_0053_patch01328.png,31.6818,44.1469,0.8413
agricultural_0053_patch01329.png,31.4292,46.7906,0.8308
agricultural_0053_patch01330.png,32.6851,35.0405,0.8753
agricultural_0053_patch01331.png,32.1352,39.7704,0.8598
agricultural_0053_patch01332.png,31.8586,42.3856,0.851
agricultural_0053_patch01333.png,31.5926,45.0631,0.841
agricultural_0053_patch01334.png,31.5229,45.7926,0.8319
agricultural_0053_patch01335.png,32.3043,38.252,0.8673
agricultural_0053_patch01336.png,31.698,43.982,0.8575
agricultural_0053_patch01337.png,31.4997,46.0375,0.8489
agricultural_0053_patch01338.png,31.1302,50.1252,0.8357
agricultural_0053_patch01339.png,31.0996,50.4795,0.8196
agricultural_0053_patch01340.png,32.0721,40.3523,0.8559
agricultural_0053_patch01341.png,31.0662,50.87,0.8353
agricultural_0053_patch01342.png,30.7556,54.6414,0.8221
agricultural_0053_patch01343.png,30.9375,52.4002,0.8261
agricultural_0053_patch01344.png,31.3903,47.2121,0.8296
agricultural_0053_patch01345.png,31.8762,42.214,0.8513
agricultural_0053_patch01346.png,30.9736,51.966,0.8233
agricultural_0053_patch01347.png,30.6451,56.049,0.8067
agricultural_0053_patch01348.png,31.0175,51.4439,0.8205
agricultural_0053_patch01349.png,31.6719,44.2476,0.8418
agricultural_0054_patch01350.png,33.7687,27.3028,0.8376
agricultural_0054_patch01351.png,33.2503,30.7645,0.8214
agricultural_0054_patch01352.png,32.9612,32.8823,0.8126
agricultural_0054_patch01353.png,32.7617,34.4278,0.7949
agricultural_0054_patch01354.png,32.3151,38.1566,0.7858
agricultural_0054_patch01355.png,33.3639,29.97,0.8219
agricultural_0054_patch01356.png,33.0432,32.2674,0.8165
agricultural_0054_patch01357.png,32.6036,35.7045,0.8075
agricultural_0054_patch01358.png,32.3762,37.6237,0.7981
agricultural_0054_patch01359.png,32.0209,40.8309,0.7934
agricultural_0054_patch01360.png,33.0516,32.2045,0.8094
agricultural_0054_patch01361.png,32.6647,35.2053,0.8021
agricultural_0054_patch01362.png,32.6692,35.1687,0.8071
agricultural_0054_patch01363.png,32.5644,36.0281,0.8085
agricultural_0054_patch01364.png,32.3133,38.1726,0.8108
agricultural_0054_patch01365.png,33.149,31.4907,0.8144
agricultural_0054_patch01366.png,32.8946,33.3903,0.8103
agricultural_0054_patch01367.png,32.7698,34.3634,0.8161
agricultural_0054_patch01368.png,32.6316,35.4744,0.8161
agricultural_0054_patch01369.png,32.1933,39.242,0.8035
agricultural_0054_patch01370.png,33.3493,30.0711,0.8179
agricultural_0054_patch01371.png,33.213,31.0298,0.814
agricultural_0054_patch01372.png,33.1691,31.3452,0.821
agricultural_0054_patch01373.png,33.0026,32.5705,0.8188
agricultural_0054_patch01374.png,32.2672,38.5799,0.8031
agricultural_0055_patch01375.png,36.7395,13.7763,0.8578
agricultural_0055_patch01376.png,36.8881,13.3129,0.862
agricultural_0055_patch01377.png,37.2065,12.3716,0.8692
agricultural_0055_patch01378.png,36.8649,13.384,0.8584
agricultural_0055_patch01379.png,36.9246,13.2013,0.8607
agricultural_0055_patch01380.png,36.3335,15.1261,0.8525
agricultural_0055_patch01381.png,36.5274,14.4659,0.8555
agricultural_0055_patch01382.png,37.1043,12.6663,0.8681
agricultural_0055_patch01383.png,37.1781,12.4529,0.8661
agricultural_0055_patch01384.png,37.0697,12.7676,0.8649
agricultural_0055_patch01385.png,36.1388,15.8198,0.8439
agricultural_0055_patch01386.png,36.2552,15.4015,0.8454
agricultural_0055_patch01387.png,36.7636,13.7001,0.8607
agricultural_0055_patch01388.png,36.9069,13.2552,0.8618
agricultural_0055_patch01389.png,36.8115,13.5497,0.8598
agricultural_0055_patch01390.png,36.1285,15.8572,0.8397
agricultural_0055_patch01391.png,36.2817,15.3077,0.84
agricultural_0055_patch01392.png,36.6554,14.0455,0.8553
agricultural_0055_patch01393.png,36.8793,13.3398,0.8611
agricultural_0055_patch01394.png,36.6135,14.1819,0.8559
agricultural_0055_patch01395.png,35.5389,18.1629,0.823
agricultural_0055_patch01396.png,35.5866,17.9646,0.8269
agricultural_0055_patch01397.png,35.9689,16.4508,0.8416
agricultural_0055_patch01398.png,36.3581,15.0407,0.8529
agricultural_0055_patch01399.png,36.3964,14.9086,0.8506
agricultural_0056_patch01400.png,36.3615,15.0291,0.8997
agricultural_0056_patch01401.png,36.2791,15.317,0.9056
agricultural_0056_patch01402.png,36.2731,15.3379,0.9085
agricultural_0056_patch01403.png,36.4361,14.773,0.9116
agricultural_0056_patch01404.png,36.5846,14.2766,0.9146
agricultural_0056_patch01405.png,36.9865,13.0147,0.9073
agricultural_0056_patch01406.png,37.0608,12.7938,0.9111
agricultural_0056_patch01407.png,36.9876,13.0112,0.9102
