filename,PSNR,MSE,SSIM
agricultural_0018_patch00468.png,19.3701,751.7501,0.3811
agricultural_0018_patch00469.png,19.2772,768.0045,0.3669
agricultural_0018_patch00470.png,19.2256,777.1784,0.3645
agricultural_0018_patch00471.png,19.2403,774.557,0.3583
agricultural_0018_patch00472.png,19.1664,787.8508,0.3641
agricultural_0018_patch00473.png,19.3904,748.2317,0.368
agricultural_0018_patch00474.png,19.3206,760.3618,0.3753
agricultural_0019_patch00475.png,31.2402,48.872,0.897
agricultural_0019_patch00476.png,31.5544,45.461,0.902
agricultural_0019_patch00477.png,31.6733,44.2331,0.8995
agricultural_0019_patch00478.png,32.1001,40.0932,0.9015
agricultural_0019_patch00479.png,32.4112,37.3219,0.8984
agricultural_0019_patch00480.png,32.7883,34.2175,0.9391
agricultural_0019_patch00481.png,32.8006,34.1211,0.9365
agricultural_0019_patch00482.png,32.8714,33.5691,0.9316
agricultural_0019_patch00483.png,32.9368,33.0675,0.9278
agricultural_0019_patch00484.png,33.0993,31.8533,0.9225
agricultural_0019_patch00485.png,32.5785,35.9116,0.94
agricultural_0019_patch00486.png,32.202,39.163,0.932
agricultural_0019_patch00487.png,32.2058,39.1292,0.9239
agricultural_0019_patch00488.png,32.1029,40.0672,0.9186
agricultural_0019_patch00489.png,32.3857,37.5413,0.9162
agricultural_0019_patch00490.png,31.4374,46.7023,0.9388
agricultural_0019_patch00491.png,30.9136,52.689,0.9243
agricultural_0019_patch00492.png,30.8977,52.8826,0.9139
agricultural_0019_patch00493.png,31.1717,49.6492,0.9138
agricultural_0019_patch00494.png,31.6305,44.6715,0.9182
agricultural_0019_patch00495.png,31.5021,46.0121,0.938
agricultural_0019_patch00496.png,30.9353,52.427,0.9237
agricultural_0019_patch00497.png,30.6939,55.4236,0.9133
agricultural_0019_patch00498.png,30.8102,53.9582,0.9136
agricultural_0019_patch00499.png,31.112,50.3366,0.9179
agricultural_0020_patch00500.png,19.2514,772.5827,0.3674
agricultural_0020_patch00501.png,19.0252,813.8816,0.3647
agricultural_0020_patch00502.png,18.8579,845.8349,0.3697
agricultural_0020_patch00503.png,18.8696,843.5721,0.3684
agricultural_0020_patch00504.png,18.9592,826.3514,0.3649
agricultural_0020_patch00505.png,19.2042,781.0138,0.3528
agricultural_0020_patch00506.png,18.9497,828.149,0.3668
agricultural_0020_patch00507.png,18.8835,840.8677,0.3608
agricultural_0020_patch00508.png,18.885,840.5777,0.3654
agricultural_0020_patch00509.png,18.9141,834.9757,0.3573
agricultural_0020_patch00510.png,19.0862,802.5315,0.371
agricultural_0020_patch00511.png,19.0553,808.26,0.3717
agricultural_0020_patch00512.png,19.088,802.1928,0.3624
agricultural_0020_patch00513.png,18.9438,829.2748,0.3671
agricultural_0020_patch00514.png,18.7823,860.7009,0.3641
agricultural_0020_patch00515.png,18.9831,821.8004,0.363
agricultural_0020_patch00516.png,19.1647,788.1576,0.3661
agricultural_0020_patch00517.png,19.0967,800.587,0.3664
agricultural_0020_patch00518.png,18.867,844.0772,0.3683
agricultural_0020_patch00519.png,18.6476,887.8187,0.3649
agricultural_0020_patch00520.png,18.979,822.5774,0.3682
agricultural_0020_patch00521.png,19.3311,758.5179,0.388
agricultural_0020_patch00522.png,19.0867,802.4424,0.3811
agricultural_0020_patch00523.png,18.7975,857.6907,0.3677
agricultural_0020_patch00524.png,18.5871,900.2671,0.362
agricultural_0021_patch00525.png,22.4171,372.708,0.7015
agricultural_0021_patch00526.png,22.4287,371.7146,0.7128
agricultural_0021_patch00527.png,22.1065,400.3381,0.7138
agricultural_0021_patch00528.png,21.9645,413.6472,0.714
agricultural_0021_patch00529.png,21.886,421.191,0.716
agricultural_0021_patch00530.png,22.2462,387.6721,0.698
agricultural_0021_patch00531.png,22.1052,400.4642,0.7142
agricultural_0021_patch00532.png,21.7383,435.7632,0.7173
agricultural_0021_patch00533.png,21.4283,468.0064,0.7039
agricultural_0021_patch00534.png,21.3728,474.0214,0.7063
agricultural_0021_patch00535.png,21.9728,412.8612,0.7045
agricultural_0021_patch00536.png,21.7367,435.9212,0.7143
agricultural_0021_patch00537.png,21.4164,469.2894,0.7092
agricultural_0021_patch00538.png,21.1982,493.4704,0.7016
agricultural_0021_patch00539.png,21.181,495.4244,0.7085
agricultural_0021_patch00540.png,21.7158,438.0312,0.7287
agricultural_0021_patch00541.png,21.5366,456.4771,0.7296
agricultural_0021_patch00542.png,21.4989,460.4548,0.7269
agricultural_0021_patch00543.png,21.4893,461.4818,0.7178
agricultural_0021_patch00544.png,21.4169,469.2382,0.7172
agricultural_0021_patch00545.png,21.6672,442.9582,0.737
agricultural_0021_patch00546.png,21.6216,447.6282,0.7327
agricultural_0021_patch00547.png,21.773,432.298,0.723
agricultural_0021_patch00548.png,22.0537,405.2409,0.736
agricultural_0021_patch00549.png,21.963,413.7912,0.737
agricultural_0022_patch00550.png,19.2215,777.9102,0.6941
agricultural_0022_patch00551.png,19.3613,753.2671,0.6835
agricultural_0022_patch00552.png,18.8274,851.8078,0.6666
agricultural_0022_patch00553.png,18.1511,995.3442,0.6657
agricultural_0022_patch00554.png,17.3598,1194.2562,0.6544
agricultural_0022_patch00555.png,18.9784,822.698,0.6846
agricultural_0022_patch00556.png,19.1532,790.2434,0.6768
agricultural_0022_patch00557.png,18.5761,902.5452,0.6595
agricultural_0022_patch00558.png,17.9493,1042.689,0.6503
agricultural_0022_patch00559.png,17.4897,1159.073,0.6481
agricultural_0022_patch00560.png,19.3254,759.5262,0.6773
agricultural_0022_patch00561.png,19.1977,782.1903,0.6697
agricultural_0022_patch00562.png,18.8716,843.1891,0.666
agricultural_0022_patch00563.png,18.0905,1009.3298,0.6573
agricultural_0022_patch00564.png,18.0547,1017.6833,0.6607
agricultural_0022_patch00565.png,19.4031,746.0561,0.6779
agricultural_0022_patch00566.png,18.8823,841.1149,0.6642
agricultural_0022_patch00567.png,18.6898,879.2171,0.6703
agricultural_0022_patch00568.png,18.1877,986.9895,0.6691
agricultural_0022_patch00569.png,18.6396,889.4456,0.6839
agricultural_0022_patch00570.png,19.6652,702.3626,0.6859
agricultural_0022_patch00571.png,19.4879,731.6328,0.682
agricultural_0022_patch00572.png,19.2002,781.7342,0.6869
agricultural_0022_patch00573.png,18.7375,869.6178,0.6807
agricultural_0022_patch00574.png,19.0007,818.4796,0.6879
agricultural_0023_patch00575.png,19.9083,664.1188,0.6423
agricultural_0023_patch00576.png,19.9665,655.2916,0.6642
agricultural_0023_patch00577.png,19.9289,660.9865,0.6829
agricultural_0023_patch00578.png,19.488,731.6084,0.6841
agricultural_0023_patch00579.png,19.868,670.3231,0.6828
agricultural_0023_patch00580.png,19.8448,673.913,0.6547
agricultural_0023_patch00581.png,19.7688,685.812,0.6695
agricultural_0023_patch00582.png,19.3919,747.9795,0.6679
agricultural_0023_patch00583.png,19.1362,793.3369,0.669
agricultural_0023_patch00584.png,19.4711,734.4647,0.6813
agricultural_0023_patch00585.png,19.8697,670.0567,0.6618
agricultural_0023_patch00586.png,19.8796,668.5334,0.6757
agricultural_0023_patch00587.png,19.6196,709.774,0.6744
agricultural_0023_patch00588.png,19.3813,749.8088,0.676
agricultural_0023_patch00589.png,19.6248,708.9315,0.6828
agricultural_0023_patch00590.png,19.9909,651.612,0.6642
agricultural_0023_patch00591.png,20.0136,648.2192,0.6827
agricultural_0023_patch00592.png,19.5879,714.9734,0.6695
agricultural_0023_patch00593.png,19.5932,714.0942,0.675
agricultural_0023_patch00594.png,19.4414,739.5019,0.6748
agricultural_0023_patch00595.png,20.3678,597.451,0.6756
agricultural_0023_patch00596.png,20.2504,613.8153,0.694
agricultural_0023_patch00597.png,19.9459,658.4057,0.6791
agricultural_0023_patch00598.png,20.0487,642.9934,0.6991
agricultural_0023_patch00599.png,19.9383,659.547,0.6941
agricultural_0024_patch00600.png,18.629,891.6287,0.3499
agricultural_0024_patch00601.png,18.9555,827.0396,0.3434
agricultural_0024_patch00602.png,19.102,799.6104,0.3573
agricultural_0024_patch00603.png,18.9329,831.3558,0.3589
agricultural_0024_patch00604.png,19.0427,810.6049,0.3622
agricultural_0024_patch00605.png,18.7118,874.7864,0.3521
agricultural_0024_patch00606.png,18.9913,820.2606,0.3508
agricultural_0024_patch00607.png,19.0173,815.3594,0.3639
agricultural_0024_patch00608.png,18.8044,856.3334,0.3585
agricultural_0024_patch00609.png,19.0161,815.5785,0.3648
agricultural_0024_patch00610.png,18.8811,841.336,0.3513
agricultural_0024_patch00611.png,18.9099,835.7816,0.3532
agricultural_0024_patch00612.png,18.9081,836.1246,0.3604
agricultural_0024_patch00613.png,18.6883,879.5336,0.354
agricultural_0024_patch00614.png,19.0771,804.2096,0.3771
agricultural_0024_patch00615.png,18.8809,841.3822,0.3587
agricultural_0024_patch00616.png,18.7907,859.0341,0.3578
agricultural_0024_patch00617.png,18.8756,842.3998,0.3651
agricultural_0024_patch00618.png,18.7626,864.6102,0.363
agricultural_0024_patch00619.png,19.231,776.2108,0.3752
agricultural_0024_patch00620.png,18.8572,845.9894,0.3633
agricultural_0024_patch00621.png,18.7549,866.151,0.3591
agricultural_0024_patch00622.png,18.949,828.2884,0.3694
agricultural_0024_patch00623.png,18.9517,827.7688,0.3591
agricultural_0024_patch00624.png,19.3822,749.6574,0.3702
agricultural_0025_patch00625.png,17.7056,1102.8645,0.3815
agricultural_0025_patch00626.png,17.4521,1169.1425,0.333
agricultural_0025_patch00627.png,17.6348,1120.9822,0.3471
agricultural_0025_patch00628.png,17.8343,1070.6602,0.3442
agricultural_0025_patch00629.png,17.8105,1076.5513,0.327
agricultural_0025_patch00630.png,18.0715,1013.7522,0.3675
agricultural_0025_patch00631.png,17.6919,1106.3558,0.3322
agricultural_0025_patch00632.png,17.7418,1093.7139,0.3634
agricultural_0025_patch00633.png,17.8786,1059.7953,0.3411
agricultural_0025_patch00634.png,17.8122,1076.1152,0.3538
agricultural_0025_patch00635.png,18.3679,946.8747,0.3734
agricultural_0025_patch00636.png,18.038,1021.5985,0.3456
agricultural_0025_patch00637.png,17.9362,1045.8182,0.3459
agricultural_0025_patch00638.png,17.963,1039.3989,0.3489
agricultural_0025_patch00639.png,17.8608,1064.147,0.3586
agricultural_0025_patch00640.png,18.6533,886.6443,0.3959
agricultural_0025_patch00641.png,18.2186,979.9764,0.3439
agricultural_0025_patch00642.png,18.1341,999.2509,0.3453
agricultural_0025_patch00643.png,18.0694,1014.2351,0.3423
agricultural_0025_patch00644.png,18.0878,1009.9586,0.3335
agricultural_0025_patch00645.png,18.6197,893.5396,0.3813
agricultural_0025_patch00646.png,18.343,952.3055,0.3274
agricultural_0025_patch00647.png,18.2704,968.3564,0.3279
agricultural_0025_patch00648.png,18.2575,971.2578,0.3235
agricultural_0025_patch00649.png,18.2397,975.2415,0.3309
agricultural_0026_patch00650.png,33.6647,27.9648,0.9566
agricultural_0026_patch00651.png,33.8404,26.856,0.9571
agricultural_0026_patch00652.png,33.5991,28.3906,0.9546
agricultural_0026_patch00653.png,33.4283,29.5288,0.9525
agricultural_0026_patch00654.png,32.6127,35.6299,0.9446
agricultural_0026_patch00655.png,32.9869,32.6879,0.9595
agricultural_0026_patch00656.png,32.9273,33.1396,0.9553
agricultural_0026_patch00657.png,32.6236,35.5398,0.9511
agricultural_0026_patch00658.png,32.3491,37.8592,0.9449
agricultural_0026_patch00659.png,32.1368,39.7557,0.9413
agricultural_0026_patch00660.png,33.4911,29.1052,0.9589
agricultural_0026_patch00661.png,33.1374,31.5751,0.9536
agricultural_0026_patch00662.png,32.5859,35.8501,0.9473
agricultural_0026_patch00663.png,32.2532,38.7047,0.9435
agricultural_0026_patch00664.png,31.9275,41.7184,0.9418
agricultural_0026_patch00665.png,32.5722,35.9634,0.9505
agricultural_0026_patch00666.png,32.6959,34.9535,0.9503
agricultural_0026_patch00667.png,32.4223,37.226,0.9475
agricultural_0026_patch00668.png,32.3909,37.4965,0.9462
agricultural_0026_patch00669.png,32.4391,37.0822,0.9455
agricultural_0026_patch00670.png,32.9748,32.7796,0.9518
agricultural_0026_patch00671.png,33.4576,29.3304,0.9561
agricultural_0026_patch00672.png,33.2333,30.8852,0.9526
agricultural_0026_patch00673.png,33.1932,31.1716,0.9502
agricultural_0026_patch00674.png,33.2385,30.8481,0.95
agricultural_0027_patch00675.png,20.8776,531.2794,0.2691
agricultural_0027_patch00676.png,20.4858,581.4308,0.2817
agricultural_0027_patch00677.png,19.9555,656.9522,0.278
agricultural_0027_patch00678.png,19.8918,666.65,0.2558
agricultural_0027_patch00679.png,20.3002,606.8236,0.2564
agricultural_0027_patch00680.png,20.7681,544.8366,0.2613
agricultural_0027_patch00681.png,20.4037,592.5284,0.2841
agricultural_0027_patch00682.png,19.7217,693.277,0.2735
agricultural_0027_patch00683.png,19.3937,747.6788,0.2548
agricultural_0027_patch00684.png,19.6868,698.874,0.2512
agricultural_0027_patch00685.png,20.5094,578.2873,0.2736
agricultural_0027_patch00686.png,20.3115,605.2488,0.2863
agricultural_0027_patch00687.png,19.5692,718.0666,0.2754
agricultural_0027_patch00688.png,19.3913,748.0768,0.2513
agricultural_0027_patch00689.png,19.7256,692.6587,0.2463
agricultural_0027_patch00690.png,20.2088,619.7249,0.2705
agricultural_0027_patch00691.png,20.1102,633.9534,0.2784
agricultural_0027_patch00692.png,19.4622,735.9651,0.2729
agricultural_0027_patch00693.png,19.4146,744.0842,0.2573
agricultural_0027_patch00694.png,19.7487,688.9862,0.2485
agricultural_0027_patch00695.png,20.9118,527.114,0.2695
agricultural_0027_patch00696.png,20.9287,525.0564,0.2739
agricultural_0027_patch00697.png,20.3596,598.5747,0.2817
agricultural_0027_patch00698.png,20.6855,555.306,0.2767
agricultural_0027_patch00699.png,21.0006,516.4464,0.2668
agricultural_0028_patch00700.png,21.4924,461.1492,0.2577
agricultural_0028_patch00701.png,21.4328,467.5229,0.2415
agricultural_0028_patch00702.png,21.5292,457.254,0.2349
agricultural_0028_patch00703.png,21.2841,483.8006,0.2356
agricultural_0028_patch00704.png,21.161,497.717,0.2334
agricultural_0028_patch00705.png,21.1419,499.9076,0.2492
agricultural_0028_patch00706.png,21.1948,493.8614,0.2301
agricultural_0028_patch00707.png,21.233,489.53,0.2281
agricultural_0028_patch00708.png,20.8606,533.3644,0.2208
agricultural_0028_patch00709.png,20.8101,539.6037,0.2194
agricultural_0028_patch00710.png,20.4469,586.6588,0.241
agricultural_0028_patch00711.png,20.7089,552.3222,0.2301
agricultural_0028_patch00712.png,20.8076,539.915,0.2358
agricultural_0028_patch00713.png,20.7581,546.1021,0.2321
agricultural_0028_patch00714.png,20.9878,517.9611,0.2253
agricultural_0028_patch00715.png,20.51,578.2049,0.2372
agricultural_0028_patch00716.png,21.1268,501.6436,0.2337
agricultural_0028_patch00717.png,21.2853,483.671,0.2383
agricultural_0028_patch00718.png,21.3506,476.449,0.2404
agricultural_0028_patch00719.png,21.3363,478.0244,0.2317
agricultural_0028_patch00720.png,20.1319,630.7945,0.2367
agricultural_0028_patch00721.png,20.7475,547.4336,0.2395
agricultural_0028_patch00722.png,21.0421,511.5281,0.2379
agricultural_0028_patch00723.png,21.2871,483.4656,0.2382
agricultural_0028_patch00724.png,21.1482,499.1815,0.2293
agricultural_0029_patch00725.png,20.0678,640.1764,0.1992
agricultural_0029_patch00726.png,19.7431,689.8722,0.2001
agricultural_0029_patch00727.png,19.6158,710.4023,0.2226
agricultural_0029_patch00728.png,19.5101,727.8918,0.2347
agricultural_0029_patch00729.png,19.4437,739.1164,0.2499
agricultural_0029_patch00730.png,19.8551,672.3128,0.1837
agricultural_0029_patch00731.png,19.4355,740.5166,0.1957
agricultural_0029_patch00732.png,19.435,740.5891,0.2178
agricultural_0029_patch00733.png,19.2728,768.7772,0.2432
agricultural_0029_patch00734.png,19.4899,731.2842,0.2576
agricultural_0029_patch00735.png,19.6464,705.4128,0.177
agricultural_0029_patch00736.png,19.2587,771.2718,0.2009
agricultural_0029_patch00737.png,19.396,747.2688,0.2319
agricultural_0029_patch00738.png,19.3558,754.22,0.2611
agricultural_0029_patch00739.png,19.8031,680.4106,0.2723
agricultural_0029_patch00740.png,20.2463,614.4019,0.1762
agricultural_0029_patch00741.png,19.6057,712.0536,0.2143
agricultural_0029_patch00742.png,19.3823,749.6438,0.2542
agricultural_0029_patch00743.png,19.0724,805.0793,0.2841
agricultural_0029_patch00744.png,19.6792,700.0928,0.2919
agricultural_0029_patch00745.png,20.1883,622.6554,0.1788
agricultural_0029_patch00746.png,19.5838,715.6448,0.2039
agricultural_0029_patch00747.png,19.3531,754.697,0.2428
agricultural_0029_patch00748.png,19.021,814.6764,0.2659
agricultural_0029_patch00749.png,19.6476,705.2156,0.2962
agricultural_0030_patch00750.png,29.7167,69.4074,0.7845
agricultural_0030_patch00751.png,29.6963,69.7346,0.7927
agricultural_0030_patch00752.png,29.6937,69.777,0.8029
agricultural_0030_patch00753.png,29.3669,75.2306,0.8196
agricultural_0030_patch00754.png,29.0401,81.1096,0.8163
agricultural_0030_patch00755.png,29.4548,73.7226,0.7887
agricultural_0030_patch00756.png,29.5893,71.4741,0.7986
agricultural_0030_patch00757.png,29.7905,68.2381,0.8099
agricultural_0030_patch00758.png,29.5765,71.6847,0.8179
agricultural_0030_patch00759.png,29.2366,77.5217,0.8168
agricultural_0030_patch00760.png,29.4463,73.8667,0.7967
agricultural_0030_patch00761.png,29.6441,70.5776,0.8044
agricultural_0030_patch00762.png,29.8993,66.5502,0.8072
agricultural_0030_patch00763.png,29.7281,69.2268,0.8067
agricultural_0030_patch00764.png,29.3056,76.2994,0.8062
agricultural_0030_patch00765.png,29.1719,78.684,0.7951
agricultural_0030_patch00766.png,29.4231,74.2625,0.8025
agricultural_0030_patch00767.png,29.981,65.3101,0.8085
agricultural_0030_patch00768.png,29.5076,72.8325,0.8024
agricultural_0030_patch00769.png,29.0969,80.055,0.8036
agricultural_0030_patch00770.png,28.9861,82.124,0.7937
agricultural_0030_patch00771.png,29.3396,75.705,0.8033
agricultural_0030_patch00772.png,29.8838,66.7876,0.815
agricultural_0030_patch00773.png,29.4943,73.0552,0.8189
agricultural_0030_patch00774.png,29.0398,81.1145,0.8111
agricultural_0031_patch00775.png,28.1861,98.7359,0.8381
agricultural_0031_patch00776.png,28.0422,102.0606,0.8366
agricultural_0031_patch00777.png,27.7104,110.1652,0.8288
agricultural_0031_patch00778.png,27.6078,112.7969,0.824
agricultural_0031_patch00779.png,27.7916,108.1224,0.8275
agricultural_0031_patch00780.png,28.3383,95.3344,0.841
agricultural_0031_patch00781.png,28.4014,93.9599,0.8427
agricultural_0031_patch00782.png,28.1065,100.5617,0.8366
agricultural_0031_patch00783.png,27.9967,103.1367,0.8313
agricultural_0031_patch00784.png,28.2936,96.3201,0.8288
agricultural_0031_patch00785.png,28.3313,95.4881,0.8299
agricultural_0031_patch00786.png,28.5604,90.5812,0.8343
agricultural_0031_patch00787.png,28.4184,93.5927,0.8289
agricultural_0031_patch00788.png,28.3349,95.4102,0.8271
agricultural_0031_patch00789.png,28.4782,92.3124,0.8205
agricultural_0031_patch00790.png,28.3675,94.6967,0.8192
agricultural_0031_patch00791.png,28.5466,90.8701,0.8226
agricultural_0031_patch00792.png,28.402,93.9454,0.8164
agricultural_0031_patch00793.png,28.3024,96.1261,0.8172
agricultural_0031_patch00794.png,28.25,97.2926,0.811
agricultural_0031_patch00795.png,28.5014,91.8209,0.8363
agricultural_0031_patch00796.png,28.4174,93.6146,0.8407
agricultural_0031_patch00797.png,28.1475,99.6168,0.8301
agricultural_0031_patch00798.png,27.9984,103.0966,0.8289
agricultural_0031_patch00799.png,27.8052,107.7852,0.8189
agricultural_0032_patch00800.png,24.1479,250.2022,0.3144
agricultural_0032_patch00801.png,25.3213,190.9653,0.354
agricultural_0032_patch00802.png,26.112,159.1758,0.3897
agricultural_0032_patch00803.png,26.524,144.7709,0.402
agricultural_0032_patch00804.png,26.2591,153.8752,0.3922
agricultural_0032_patch00805.png,24.1473,250.2379,0.3133
agricultural_0032_patch00806.png,24.83,213.8358,0.3386
agricultural_0032_patch00807.png,25.6139,178.5205,0.373
agricultural_0032_patch00808.png,26.3048,152.2669,0.3948
agricultural_0032_patch00809.png,26.3466,150.8062,0.3921
agricultural_0032_patch00810.png,24.6712,221.8003,0.3187
agricultural_0032_patch00811.png,24.7942,215.6037,0.3306
agricultural_0032_patch00812.png,24.9725,206.9355,0.3508
agricultural_0032_patch00813.png,25.4683,184.6094,0.3712
agricultural_0032_patch00814.png,25.8454,169.2546,0.3749
agricultural_0032_patch00815.png,24.9328,208.8359,0.323
agricultural_0032_patch00816.png,24.8136,214.6462,0.3233
agricultural_0032_patch00817.png,24.8085,214.8952,0.3379
agricultural_0032_patch00818.png,25.31,191.4623,0.3625
agricultural_0032_patch00819.png,25.5393,181.6143,0.3619
agricultural_0032_patch00820.png,25.4581,185.0422,0.3469
agricultural_0032_patch00821.png,25.1341,199.375,0.3367
agricultural_0032_patch00822.png,25.1575,198.305,0.348
agricultural_0032_patch00823.png,25.4856,183.875,0.361
agricultural_0032_patch00824.png,25.7302,173.8049,0.3663
agricultural_0033_patch00825.png,26.45,147.2574,0.4267
agricultural_0033_patch00826.png,26.9614,130.9001,0.4247
agricultural_0033_patch00827.png,26.9567,131.0433,0.4133
agricultural_0033_patch00828.png,26.9402,131.5407,0.4304
agricultural_0033_patch00829.png,27.4024,118.2616,0.4442
agricultural_0033_patch00830.png,26.6497,140.6396,0.4217
agricultural_0033_patch00831.png,26.972,130.5796,0.4061
agricultural_0033_patch00832.png,26.6489,140.6675,0.3931
agricultural_0033_patch00833.png,26.4385,147.6495,0.4038
agricultural_0033_patch00834.png,26.7026,138.9376,0.4141
agricultural_0033_patch00835.png,26.7377,137.8201,0.4121
agricultural_0033_patch00836.png,26.4585,146.9715,0.3806
agricultural_0033_patch00837.png,26.2155,155.4281,0.3676
agricultural_0033_patch00838.png,26.1079,159.3287,0.376
agricultural_0033_patch00839.png,26.4106,148.6016,0.3925
agricultural_0033_patch00840.png,26.4963,145.697,0.3948
agricultural_0033_patch00841.png,26.2676,153.5734,0.3685
agricultural_0033_patch00842.png,26.0677,160.8095,0.3634
agricultural_0033_patch00843.png,26.143,158.0449,0.3711
agricultural_0033_patch00844.png,26.1825,156.614,0.3865
agricultural_0033_patch00845.png,26.2941,152.6415,0.3832
agricultural_0033_patch00846.png,26.1593,157.4515,0.3716
agricultural_0033_patch00847.png,26.2327,154.813,0.3727
agricultural_0033_patch00848.png,26.5091,145.2688,0.3848
agricultural_0033_patch00849.png,26.2871,152.8863,0.3854
agricultural_0034_patch00850.png,18.6121,895.0912,0.313
agricultural_0034_patch00851.png,18.6426,888.829,0.3221
agricultural_0034_patch00852.png,19.3927,747.8364,0.3532
agricultural_0034_patch00853.png,21.1685,496.861,0.3772
agricultural_0034_patch00854.png,21.4286,467.9682,0.3916
agricultural_0034_patch00855.png,19.7655,686.3288,0.3317
agricultural_0034_patch00856.png,18.881,841.3497,0.322
agricultural_0034_patch00857.png,18.9008,837.5244,0.3344
agricultural_0034_patch00858.png,20.2128,619.1588,0.3661
agricultural_0034_patch00859.png,21.478,462.6756,0.3968
agricultural_0034_patch00860.png,20.899,528.6648,0.3306
agricultural_0034_patch00861.png,18.7275,871.6219,0.3172
agricultural_0034_patch00862.png,18.7968,857.8335,0.3197
agricultural_0034_patch00863.png,19.3541,754.5135,0.3405
agricultural_0034_patch00864.png,21.6594,443.7524,0.3778
agricultural_0034_patch00865.png,22.1097,400.0458,0.3356
agricultural_0034_patch00866.png,19.2915,765.4818,0.3265
agricultural_0034_patch00867.png,18.6813,880.9554,0.3162
agricultural_0034_patch00868.png,18.6513,887.0609,0.3167
agricultural_0034_patch00869.png,20.8805,530.9162,0.3624
agricultural_0034_patch00870.png,22.3421,379.203,0.34
agricultural_0034_patch00871.png,20.3185,604.2748,0.3243
agricultural_0034_patch00872.png,18.713,874.5342,0.3144
agricultural_0034_patch00873.png,18.8329,850.7258,0.3264
agricultural_0034_patch00874.png,20.1813,623.6644,0.372
agricultural_0035_patch00875.png,23.137,315.7787,0.3814
agricultural_0035_patch00876.png,23.7273,275.6469,0.3958
agricultural_0035_patch00877.png,24.1754,248.6236,0.3948
agricultural_0035_patch00878.png,24.6839,221.1528,0.4189
agricultural_0035_patch00879.png,24.1461,250.3031,0.422
agricultural_0035_patch00880.png,23.1805,312.6327,0.3729
agricultural_0035_patch00881.png,23.538,287.927,0.3795
agricultural_0035_patch00882.png,23.95,261.8647,0.3831
agricultural_0035_patch00883.png,24.6297,223.9268,0.4237
agricultural_0035_patch00884.png,24.4361,234.1362,0.4303
agricultural_0035_patch00885.png,23.1883,312.0658,0.3834
agricultural_0035_patch00886.png,23.5099,289.7934,0.3889
agricultural_0035_patch00887.png,23.8254,269.4904,0.3849
agricultural_0035_patch00888.png,24.4523,233.2665,0.4216
agricultural_0035_patch00889.png,24.7383,218.3998,0.4283
agricultural_0035_patch00890.png,23.1096,317.7762,0.3813
agricultural_0035_patch00891.png,23.6036,283.6106,0.3866
agricultural_0035_patch00892.png,23.8508,267.9179,0.3996
agricultural_0035_patch00893.png,24.4838,231.5777,0.4338
agricultural_0035_patch00894.png,25.0002,205.6188,0.4363
agricultural_0035_patch00895.png,22.6055,356.8845,0.3695
agricultural_0035_patch00896.png,23.6241,282.2752,0.3908
agricultural_0035_patch00897.png,23.9099,264.294,0.4059
agricultural_0035_patch00898.png,24.7983,215.4009,0.4292
agricultural_0035_patch00899.png,25.2098,195.9305,0.4305
agricultural_0036_patch00900.png,20.1622,626.4186,0.3526
agricultural_0036_patch00901.png,21.2468,487.981,0.3689
agricultural_0036_patch00902.png,24.2604,243.802,0.4
agricultural_0036_patch00903.png,25.0356,203.9488,0.4458
agricultural_0036_patch00904.png,25.7752,172.0113,0.4705
agricultural_0036_patch00905.png,19.9798,653.2888,0.3395
agricultural_0036_patch00906.png,20.0493,642.9057,0.3583
agricultural_0036_patch00907.png,22.8104,340.4435,0.3942
agricultural_0036_patch00908.png,24.9404,208.4674,0.4425
agricultural_0036_patch00909.png,25.5489,181.2117,0.4598
agricultural_0036_patch00910.png,19.9711,654.586,0.3285
agricultural_0036_patch00911.png,19.9432,658.8122,0.341
agricultural_0036_patch00912.png,21.5273,457.4592,0.3716
agricultural_0036_patch00913.png,24.6898,220.8526,0.4324
agricultural_0036_patch00914.png,25.1803,197.2642,0.4444
agricultural_0036_patch00915.png,20.3983,593.2701,0.3462
agricultural_0036_patch00916.png,19.9418,659.0266,0.3373
agricultural_0036_patch00917.png,20.6342,561.9022,0.3602
agricultural_0036_patch00918.png,23.5707,285.7642,0.4098
agricultural_0036_patch00919.png,24.7384,218.3926,0.4245
agricultural_0036_patch00920.png,21.8166,427.9804,0.3776
agricultural_0036_patch00921.png,20.4238,589.7972,0.337
agricultural_0036_patch00922.png,20.6165,564.1998,0.3553
agricultural_0036_patch00923.png,22.2555,386.8376,0.3935
agricultural_0036_patch00924.png,24.4944,231.0156,0.4258
agricultural_0037_patch00925.png,32.7093,34.846,0.8244
agricultural_0037_patch00926.png,32.5955,35.7709,0.8332
agricultural_0037_patch00927.png,32.4656,36.8572,0.8214
agricultural_0037_patch00928.png,32.8091,34.054,0.8107
agricultural_0037_patch00929.png,32.7939,34.1734,0.8048
agricultural_0037_patch00930.png,32.3689,37.6873,0.8258
agricultural_0037_patch00931.png,32.3428,37.9139,0.8305
agricultural_0037_patch00932.png,32.1495,39.6399,0.8253
agricultural_0037_patch00933.png,32.4997,36.5691,0.8139
agricultural_0037_patch00934.png,32.6953,34.9586,0.8068
agricultural_0037_patch00935.png,32.1397,39.729,0.8133
agricultural_0037_patch00936.png,31.8853,42.1259,0.8238
agricultural_0037_patch00937.png,31.6818,44.1474,0.8229
